Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d
Q9H0W9	BKGD_HUMAN	BKGD	Beta-keto L-gulonate decarboxylase	4	4	88682.9	102702	100893	101384	103953	105698	96566.6	119237	102996	99828.7	94555.6	90103.1	102925	100411	98823.9	93334.6	99330.2	97100.9
Q9H0X4	F234A_HUMAN	FAM234A	Protein FAM234A	4	4	29817.1	21769.5	36244.8	29522.3	32564.3	38733.8	31449.4	40107.2	24568.4	27581.2	26287.4	35770.9	26332.2	28936	30754.3	30983.6	33706.1	25937.5
Q9H0Y0	ATG10_HUMAN	ATG10	Ubiquitin-like-conjugating enzyme ATG10	1	1	28723.6	29751.5	27536.8	27732.4	23876.7			23685.1		36618.8	37027.7	39656.8	44245.2	40977.3	35901.8	42731.1	41290.8	38685.4
Q9H0Z9	RBM38_HUMAN	RBM38	RNA-binding protein 38	2	1	110130	128973	134069	120350	133036	142277	118896	124836	134044	104398	126305	127661	96254	116697	133700	111896	92702	130544
Q9H147	TDIF1_HUMAN	DNTTIP1	Deoxynucleotidyltransferase terminal-interacting protein 1	5	5	40409.3	46318.3	51236.5	53633.1	38613.1	47921.5	40139.5	41587.3	39833	32989.8	49468.8	46684.5	39679.3	52474.1	37015.9	45410.2	41789.8	43032.6
Q9H173	SIL1_HUMAN	SIL1	Nucleotide exchange factor SIL1	3	3	9470.11	8265.38	8340.14	5739.89	7979.72	6615.13	8725.82	7357.7	6004.44	10626.9	11413.3	11160.6	11326.5	10477.2	11345.3	11831.1	11438.3	8578.69
Q9H1A3	METL9_HUMAN	METTL9	Protein-L-histidine N-pros-methyltransferase	3	3	26060.1	23189.4	32366.1	25430.4	27635.3	20069	24149	27931.3	31563.3	23642.5	28048.8	23687.8	31137	24195.8	30407.5	23970.7	26377.5	29844.7
Q9H1A4	APC1_HUMAN	ANAPC1	Anaphase-promoting complex subunit 1	33	33	372252	412948	394370	411978	410598	421003	407020	404855	406257	380620	407961	413320	387834	399422	419439	398230	414190	408313
Q9H1B7	I2BPL_HUMAN	IRF2BPL	Probable E3 ubiquitin-protein ligase IRF2BPL	10	10	85141.6	88049.7	66820.4	78713.5	84700.4	75199.9	79741.8	87998.1	84185.7	85263.1	76713.7	85464.1	80692.9	78577.2	83963.2	72285.9	80831.9	82079.7
Q9H1D9	RPC6_HUMAN	POLR3F	DNA-directed RNA polymerase III subunit RPC6	4	4	301385	381919	436946	394659	377309	382794	419184	309831	395770	382225	371572	420413	365375	379586	409282	300865	375221	396587
Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	5	5	785788	673564	693827	677814	662182	737792	664415	701196	723585	787406	646660	657223	759208	650331	680404	661702	666654	704280
Q9H1E5	TMX4_HUMAN	TMX4	Thioredoxin-related transmembrane protein 4	1	1				6706.66	4624.43		5167.56			5758.11								6290.87
Q9H1H9	KI13A_HUMAN	KIF13A	Kinesin-like protein KIF13A	11	8	145536	159370	144334	158882	147366	143391	172734	142468	149835	163401	145694	143131	167168	154514	156958	151947	153554	168175
Q9H1I8	ASCC2_HUMAN	ASCC2	Activating signal cointegrator 1 complex subunit 2	11	11	271613	249247	295489	243338	266480	267984	250898	280418	275911	252482	261244	263857	254556	252929	260812	235202	261305	243326
Q9H1J1	REN3A_HUMAN	UPF3A	Regulator of nonsense transcripts 3A	3	3	57918.2	63567.9	64628.2	58642.3	67896.2	65767	64069.2	56124.4	64113	53144.1	45659.9	55698.7	55994.8	48283.4	54546.7	45254.8	49236.8	51947.5
Q9H1K0	RBNS5_HUMAN	RBSN	Rabenosyn-5	5	5	79131.9	71165.2	64562.9	70133.9	68536	70407.6	75286.4	71591.5	57750.7	97615	73173.4	72982.3	68980.5	85037.2	92960.8	81582.2	68765.5	77980.7
Q9H1P3	OSBL2_HUMAN	OSBPL2	Oxysterol-binding protein-related protein 2	7	7	72290.1	62643.6	61277	69090.3	66054.9	65682.3	57030.1	74874.7	66121.1	57326.5	65990.9	62353.5	60811.7	65363.2	61514.4	61883.8	56391.5	64196
Q9H1Y0	ATG5_HUMAN	ATG5	Autophagy protein 5	8	8	158636	152827	140535	152780	152443	167650	167172	148360	160923	134640	140040	157588	132156	134437	148153	148249	129766	135429
Q9H1Z4	WDR13_HUMAN	WDR13	WD repeat-containing protein 13	3	3	58154.1	67503.9	69017.9	61688.6	73697.6	69057	65918	61507.3	77500.2	59318.2	64637.3	60935.5	59690.8	62522.1	68733.9	53940	62504.8	64918
Q9H204	MED28_HUMAN	MED28	Mediator of RNA polymerase II transcription subunit 28	2	2	267583	291901	313746	313927	301359	304791	303766	326093	336385	271203	294641	271942	280577	287432	296180	273836	276062	290189
Q9H211	CDT1_HUMAN	CDT1	DNA replication factor Cdt1	4	4	77636.4	164366	152507	194402	127915	141558	128311	157885	185329		169919	183440	187036	173780	195720	181669	158854	187735
Q9H223	EHD4_HUMAN	EHD4	EH domain-containing protein 4	10	9	126489	125373	113469	107996	107725	116923	112657	119641	115947	122197	127024	130360	104864	119747	112219	115997	125922	122036
Q9H257	CARD9_HUMAN	CARD9	Caspase recruitment domain-containing protein 9	9	9	119536	109189	116423	102970	111719	108390	119638	119024	121059	110725	110490	116926	115821	112471	105607	111494	112561	111687
Q9H267	VP33B_HUMAN	VPS33B	Vacuolar protein sorting-associated protein 33B	11	11	272287	282871	265572	287628	284513	288071	298930	285706	288042	264009	254603	279417	275155	269270	270045	259564	252889	263917
Q9H269	VPS16_HUMAN	VPS16	Vacuolar protein sorting-associated protein 16 homolog	17	17	176872	165982	165991	164682	160606	164337	172177	168521	150231	180032	164257	162646	183753	169085	164242	169206	159473	152852
Q9H270	VPS11_HUMAN	VPS11	Vacuolar protein sorting-associated protein 11 homolog	15	15	141263	142462	134991	139540	137379	150552	142037	146976	150460	156135	149928	154818	152351	150928	146725	145764	144747	152375
Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3	3	3	2.22112e+06	1.98269e+06	2.10654e+06	1.94914e+06	2.1243e+06	1.96982e+06	2.01906e+06	2.13564e+06	1.7291e+06	2.46943e+06	2.37186e+06	2.49688e+06	2.37402e+06	2.53395e+06	2.31351e+06	2.56627e+06	2.35245e+06	2.38425e+06
Q9H2C0	GAN_HUMAN	GAN	Gigaxonin	6	6	35751.6	39115.4	38984.9	42028.1	46916.5	40064.4	36696.3	34519	39453.3	50751.9	39368.3	36112.2	51032.7	50110.3	49128.2	44148.7	45141.1	42318.7
Q9H2D1	S2532_HUMAN	SLC25A32	Solute carrier family 25 member 32	3	3	49734.7	52856.4	55103.5	51135	57372.4	57327	50229.7	58820.3	49363.6	50797.8	52999.5	48165.8	46375.4	50805.6	49660.5	48371	55175.1	51884.3
Q9H2F5	EPC1_HUMAN	EPC1	Enhancer of polycomb homolog 1	3	3		14378.4	17721		11833	21158.3	14016.2	14773.8	17472.7	20302.6	15140.8	13323.5	12503.3	11768	18046.5		18269.3	17887.8
Q9H2G2	SLK_HUMAN	SLK	STE20-like serine/threonine-protein kinase	19	19	296737	298814	309412	315463	304089	320136	311717	316077	308892	288834	289185	288583	283362	297833	295775	289258	284484	294688
Q9H2H8	PPIL3_HUMAN	PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3	5	5	53040	72667.4	71477.2	71866.1	68154.9	69523.1	65471.6	65352.7	72498.9	54358.8	58532.7	64128.1	64890.6	71456.3	65169.2	59294.8	67290.4	62969.9
Q9H2H9	S38A1_HUMAN	SLC38A1	Sodium-coupled neutral amino acid symporter 1	3	3	76325.4	72004.6	85201.4	74879.7	73695.4	88153.2	62945.1	84457.5	70081	95739.7	93730.5	79788.7	102283	91705.1	80616.8	93029.2	101563	91254.9
Q9H2J4	PDCL3_HUMAN	PDCL3	Phosducin-like protein 3	9	9	388525	331383	327893	376351	326859	335310	359737	341712	325075	402404	351222	339024	363791	345717	325550	353396	317051	321618
Q9H2K0	IF3M_HUMAN	MTIF3	Translation initiation factor IF-3, mitochondrial	2	2	34273.6	37720.4	33540.7	35646.5	27181.3	26475.1	25635.6	23004.4	29638	33715.7	33816.9	36872.3	18671	33882.7	33326.2	25440.9	31896.7	31687.9
Q9H2K8	TAOK3_HUMAN	TAOK3	Serine/threonine-protein kinase TAO3	17	16	122127	125532	121570	120018	125778	117391	122732	121130	117441	126957	127786	126786	126370	130570	124055	133695	131816	116572
Q9H2M9	RBGPR_HUMAN	RAB3GAP2	Rab3 GTPase-activating protein non-catalytic subunit	26	26	215181	219772	207597	215056	205528	217832	210143	219886	207002	220082	214056	224983	222285	235745	213451	219790	227141	229156
Q9H2P0	ADNP_HUMAN	ADNP	Activity-dependent neuroprotector homeobox protein	25	25	494636	485960	502719	480869	481012	514028	474763	510218	497759	473360	471369	485762	469192	485577	468219	462690	446223	471873
Q9H2P9	DPH5_HUMAN	DPH5	Diphthine methyl ester synthase	5	5	198845	195586	200990	199871	199347	165784	186901	188853	190410	183679	176774	190879	133847	178903	183608	168116	178396	155918
Q9H2S9	IKZF4_HUMAN	IKZF4	Zinc finger protein Eos	6	4	95992.7	88230.3	90254.6	104670	91668.6	88383.6	94467.4	87069.8	83888.9	90111.9	86453.1	95861.2	91796.3	84830.4	85559.5	107932	82614.3	102154
Q9H2U1	DHX36_HUMAN	DHX36	ATP-dependent DNA/RNA helicase DHX36	23	23	736638	791999	774737	885979	803512	758197	774782	783518	728854	815849	815741	815583	780277	827427	767633	803194	840525	814071
Q9H2U2	IPYR2_HUMAN	PPA2	Inorganic pyrophosphatase 2, mitochondrial	16	16	379438	360987	350472	374643	362383	358991	361674	390474	370386	375691	367608	357611	378157	349224	369800	380722	356105	343555
Q9H2V7	SPNS1_HUMAN	SPNS1	Protein spinster homolog 1	4	4	65520.2	90110.5	98107.4	77199.8	80350.1	81496.5	97983.1	84802	88632.2	109276	77295.1	85097.1	103570	108008	107277	115746	97416.9	102265
Q9H2W6	RM46_HUMAN	MRPL46	Large ribosomal subunit protein mL46	8	8	369006	357079	361399	385861	349093	342116	380158	351501	342213	364006	326495	347196	369653	354644	329674	354964	345379	338703
Q9H2Y7	ZN106_HUMAN	ZNF106	Zinc finger protein 106	12	12	63341.1	70429.5	63275.3	70780	64038.9	60604.7	72291.6	73716.3	67921.3	68608.7	57744.6	71426.4	60471.2	54732	64801.4	68009.3	70795.7	72848.1
Q9H300	PARL_HUMAN	PARL	Presenilin-associated rhomboid-like protein, mitochondrial	3	3	61020.3	85279.6	86691.8	84200.4	86831.9	86861.1	81298.1	94854.8	98545.2	92108.1	87319.5	79241.1	86271.1	74666.6	90773.5	76772.1	88703.4	87855.1
Q9H307	PININ_HUMAN	PNN	Pinin	24	24	1.47892e+06	1.54689e+06	1.57515e+06	1.50528e+06	1.50796e+06	1.58092e+06	1.55325e+06	1.59582e+06	1.55379e+06	1.41331e+06	1.44977e+06	1.49061e+06	1.39515e+06	1.46697e+06	1.47484e+06	1.4699e+06	1.44592e+06	1.48394e+06
Q9H334	FOXP1_HUMAN	FOXP1	Forkhead box protein P1	4	4	35509.1	42859.8	40328.6	37753	37919.7	38936.4	40486.6	38376.8	36345.1	36785.4	47203.1	39975.2	38571.3	37724.5	44062.7	38103.1	44169.3	42293.1
Q9H3C7	GGNB2_HUMAN	GGNBP2	Gametogenetin-binding protein 2	3	3	42620.2	42997.8	51399.7	52011.2	57944	51026.8	49001.3	52357.2	53272.9	47328.7	40446.1	51680.5	47817.7	43716.1	52718.7	39371	44412.7	46646.8
Q9H3F6	BACD3_HUMAN	KCTD10	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3	5	3	63549.4	67626.9	71206.6	63301.8	55121.3	58704.8	59191.8	67488.1	63632.7	70166.8	65221.9	66628.1	55806.3	65719	53843.1	62711.8	65444.5	56146
Q9H3H1	MOD5_HUMAN	TRIT1	tRNA dimethylallyltransferase	13	13	121027	120411	109408	127357	133734	132570	132025	138659	133711	121000	134264	127889	131453	123245	132280	128642	121102	124450
Q9H3H3	CK068_HUMAN	C11orf68	UPF0696 protein C11orf68	8	8	119243	117293	113074	107801	115242	117083	109267	120785	111892	122648	117606	110746	118359	113262	101892	116560	118703	104730
Q9H3H5	GPT_HUMAN	DPAGT1	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	1	1	48098.8	42229	42982.7	47984.8	51245.1	45602.9	50229.9	61776.1	45300.6	42632.4	49265.6	40520.3	40677.5	40433.8	49264.5	38558.2	47733.4	42640.6
Q9H3J6	MTRFR_HUMAN	MTRFR	Mitochondrial translation release factor in rescue	2	2	29618.4	33719.9	41578.8	30404.4	32711.6	25353.4	37092.8	38487.7	27216.1	37931.8	38242.2	43100.4	41542.2	40686.2	38418.4	36299.7	30587.7	33839.1
Q9H3K2	GHITM_HUMAN	GHITM	Growth hormone-inducible transmembrane protein	2	2	125942	150883	114767	151942	141766	136789	160680	162711	151364	130097	143843	144012	116807	119037	130963	116562	108808	121538
Q9H3K6	BOLA2_HUMAN	BOLA2	BolA-like protein 2	3	3	695351	719821	747304	749829	769845	756126	762556	770984	736417	711099	683079	681742	747066	785901	750659	762234	668850	775046
Q9H3M7	TXNIP_HUMAN	TXNIP	Thioredoxin-interacting protein	4	4	129247	140427	148920	149877	151096	144539	148432	159728	157024	151558	148194	138389	145285	141098	147948	134968	146643	145311
Q9H3N1	TMX1_HUMAN	TMX1	Thioredoxin-related transmembrane protein 1	4	4		14652.4	12005.3	14691.6		12159	15227.5	18020.8	15351.7	14887.3	15092	11966.7	12607.1	11566.2	14742	15003.8		11795.8
Q9H3P2	NELFA_HUMAN	NELFA	Negative elongation factor A	12	12	225359	226472	224305	214794	227873	224405	230503	235417	229708	224753	203583	214642	208916	215943	221217	208787	211538	213994
Q9H3P7	GCP60_HUMAN	ACBD3	Golgi resident protein GCP60	12	12	195046	191815	181052	190369	180022	172414	174540	179638	161694	238207	208800	204896	229965	215800	194153	225975	227688	190184
Q9H3Q1	BORG4_HUMAN	CDC42EP4	Cdc42 effector protein 4	1	1	36859.3				40479.5	30225.8	29576	30313.6						38738.4		33014.5		
Q9H3R0	KDM4C_HUMAN	KDM4C	Lysine-specific demethylase 4C	1	1		15888.8			18574.5						10797.5				13603	14084		12472.7
Q9H3R5	CENPH_HUMAN	CENPH	Centromere protein H	6	6	283079	276842	233155	278758	237353	301403	240251	284482	277914	284373	309855	290752	301895	266935	316968	286932	261057	258122
Q9H3S7	PTN23_HUMAN	PTPN23	Tyrosine-protein phosphatase non-receptor type 23	30	30	192434	197499	182384	205794	191883	185232	189462	186754	196607	190949	184310	190066	196723	192390	194595	197256	188560	183152
Q9H3U1	UN45A_HUMAN	UNC45A	Protein unc-45 homolog A	20	20	268881	267099	264927	271999	264634	260348	278888	260696	274251	281976	268662	270010	277252	264738	265666	279134	259469	274829
Q9H3U5	MFSD1_HUMAN	MFSD1	Lysosomal dipeptide transporter MFSD1	1	1																133252		
Q9H3Z4	DNJC5_HUMAN	DNAJC5	DnaJ homolog subfamily C member 5	2	2	157671	164558	206082	186447	197010	186991	190987	208601	179558	160283	138289	168870	148095	158476	161245	142532	154624	166738
Q9H410	DSN1_HUMAN	DSN1	Kinetochore-associated protein DSN1 homolog	4	4	106522	121834	118694	112086	113127	120226	119832	121734	113018	108126	110865	115522	105587	108209	110390	114651	104790	110907
Q9H425	CA198_HUMAN	C1orf198	Uncharacterized protein C1orf198	3	3	64931.2	51499.7	49658.9	57732.8	56687.9	61475.9	56782.8	50026.7	57426.1	52760	36017.8	56542.3	46617	38701.3	50928.6	37431.4	49601.3	43579.7
Q9H444	CHM4B_HUMAN	CHMP4B	Charged multivesicular body protein 4b	8	8	718463	625444	563937	649549	576764	598264	588695	582427	537974	755309	713542	680433	754220	705555	671184	806945	689174	690156
Q9H446	RWDD1_HUMAN	RWDD1	RWD domain-containing protein 1	4	4	125053	126557	108337	121583	127595	135838	112918	112038	94659.2	130706	128071	125188	139440	134312	124485	123559	157223	132299
Q9H467	CUED2_HUMAN	CUEDC2	CUE domain-containing protein 2	6	6	48387.4	51124	45617	54981.7	51554.1	50206	52670.9	54384.8	46366	55388.3	56918	50302.8	56698.4	50286.6	52368.2	54006.9	50626.6	53991
Q9H469	FXL15_HUMAN	FBXL15	F-box/LRR-repeat protein 15	2	2		4935.11		6607.17	7743.99			5993.1	9944.27	6262.01	7326.13	7034.49	6761.99	5943.25	9174.47	5660.53	5612.25	6705.94
Q9H479	FN3K_HUMAN	FN3K	Fructosamine-3-kinase	4	4	312752	277612	326300	291441	300336	301222	294862	317645	312392	250279	270496	279174	278776	261495	285257	256528	276707	283132
Q9H488	OFUT1_HUMAN	POFUT1	GDP-fucose protein O-fucosyltransferase 1	9	9	111148	110839	117218	113428	112914	115336	102254	118851	119601	121381	118368	117837	116169	120068	116863	121835	119397	127667
Q9H497	TOR3A_HUMAN	TOR3A	Torsin-3A	5	5	33004.3	29747.8	26576.7	34133.6	30144.4	30903.1	33150.3	31422.9	32147.4	33725.6	33187	30875.6	32369.3	33203.8	28446.9	31802.3	33046.8	33023.9
Q9H4A3	WNK1_HUMAN	WNK1	Serine/threonine-protein kinase WNK1	17	12	183756	174221	170286	172334	166928	161760	178542	162023	165074	184414	175008	179425	200124	189527	176075	186033	178101	192898
Q9H4A4	AMPB_HUMAN	RNPEP	Aminopeptidase B	19	19	555334	568669	549706	552448	527071	484834	512914	542748	516575	693180	594120	522377	670706	602570	573508	689055	634701	592484
Q9H4A5	GLP3L_HUMAN	GOLPH3L	Golgi phosphoprotein 3-like	3	3	77970	62217.4	59264.2	68091.5	69846	68061.9	53079.2	73461.1	58155.9	75728.5	74239.8	72761.6	69290.9	79217.3	64537.1	69617.1	66537.4	75019.8
Q9H4A6	GOLP3_HUMAN	GOLPH3	Golgi phosphoprotein 3	5	4	281923	277729	256027	230985	271048	226676	249336	290281	232900	240518	269957	247041	246547	271995	280050	288115	275168	251483
Q9H4B0	OSGL1_HUMAN	OSGEPL1	tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial	1	1		4359.05	4697.21	2987.76	3225.51	3459.54	2602.38		6469.21	5041.26		5892.25	3998.86	6484.36		2752.29	3134.93	3576.8
Q9H4B6	SAV1_HUMAN	SAV1	Protein salvador homolog 1	2	2					18998.6	25013.2			30616.7				16740.6				25343.2	
Q9H4B7	TBB1_HUMAN	TUBB1	Tubulin beta-1 chain	1	1											12832.7							13111
Q9H4E7	DEFI6_HUMAN	DEF6	Differentially expressed in FDCP 6 homolog	12	11	449090	363902	378799	378066	377570	422242	353776	369425	332857	506807	431175	454009	436534	442562	426563	444998	405730	391162
Q9H4G4	GAPR1_HUMAN	GLIPR2	Golgi-associated plant pathogenesis-related protein 1	1	1		25313.9								32971.7	27379.7	34172.8	31432.8	12261.8	25076.2	43444.9	34478.3	23298.8
Q9H4H8	FA83D_HUMAN	FAM83D	Protein FAM83D	7	7	65528.8	66331.5	67241.5	69053.2	74109.3	77272.5	67877.8	80219.8	63794	70741.6	70769.7	71833.4	64526.1	77081.9	72199.3	72135.9	67368	73120.9
Q9H4I3	TRABD_HUMAN	TRABD	TraB domain-containing protein	3	3	62988.4		112824	65879.5		93404.9	63590	65095.2	75563.1		65681.2	65362.8	59641.4	44291.3	67955.9	83634.8	82347.7	67938
Q9H4I9	EMRE_HUMAN	SMDT1	Essential MCU regulator, mitochondrial	1	1			29885.9	28063.2		30269.6		33978.9	29228.2		34042.1	26093.2	29598.8		37022.3	33621.5	28049.8	34333.2
Q9H4K7	MTG2_HUMAN	MTG2	Mitochondrial ribosome-associated GTPase 2	4	4	236701	172356	169730	192075	203747	136960	173977	205378	133569	232846	208463	238135	161449	222455	234293	216502	187800	245001
Q9H4L4	SENP3_HUMAN	SENP3	Sentrin-specific protease 3	12	12	263296	244958	225745	257211	260843	263634	252531	259887	248331	229585	246854	248958	239339	264736	256572	243752	247153	251795
Q9H4L5	OSBL3_HUMAN	OSBPL3	Oxysterol-binding protein-related protein 3	19	19	526542	512930	510616	508340	461458	498254	481844	536389	487908	497999	467155	498975	476874	505651	472184	506371	457874	485662
Q9H4L7	SMRCD_HUMAN	SMARCAD1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	18	18	546865	548590	563209	550203	544883	565533	550320	522816	561181	550727	538190	565660	516531	543791	562172	524993	524508	559365
Q9H4M3	FBX44_HUMAN	FBXO44	F-box only protein 44	1	1				15503.5	20935.2	11903.5			18268.8	12690.2	17506.3	18471.9	14387.6	18911.1	23530.8	17095.4	12612.9	10909.3
Q9H4M9	EHD1_HUMAN	EHD1	EH domain-containing protein 1	25	16	414076	432688	406777	413301	421770	443027	419776	430851	415118	407426	399463	406385	407159	402585	400090	394679	411154	391756
Q9H4P4	RNF41_HUMAN	RNF41	E3 ubiquitin-protein ligase NRDP1	2	2	20017.6		23342.8	27463.5	16620.1	24972.8	23347.4	22688.1	21480.4	23417.5	18430.6	16324.2	16008.1	19073.4	17111.4	20922.2		18689.4
Q9H4Z2	ZN335_HUMAN	ZNF335	Zinc finger protein 335	3	3		11069.9	10949.1	10573.6	9459.44		4654.98	12137.5	9718.74	12364.9	7793.18		6171.57	9788.27	4681.43	11452.8	7722.61	12182
Q9H4Z3	CAPAM_HUMAN	PCIF1	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase	5	5	73705.8	84358.5	80048.9	84679.7	84616.2	96461.8	79182.9	81749.5	88611.1	78421.7	71642.6	75777.7	69088.2	73903.5	78355.9	68411.8	73864	83419.2
Q9H501	ESF1_HUMAN	ESF1	ESF1 homolog	16	16	243655	281743	283198	265396	273702	276909	274825	296827	281169	248652	268830	257889	236885	268386	281130	254754	277792	287303
Q9H553	ALG2_HUMAN	ALG2	Alpha-1,3/1,6-mannosyltransferase ALG2	5	5	67460.4	62929	59318.1	58330.8	58117.8	64772	62673.6	54917.3	64306.2	65067.5	62447.3	71154.5	67381.2	58954.8	59973.3	43656.7	67647.2	55546.4
Q9H568	ACTL8_HUMAN	ACTL8	Actin-like protein 8	2	2																		21189.2
Q9H582	ZN644_HUMAN	ZNF644	Zinc finger protein 644	7	7	36116.6	35054.9	35535.7	27571.8	31952.9	30581.4	32873.5	29483.8	37057.7	28726.5	32189	32661.5	30483.7	28959.5	30429.1	34454.4	31221.8	33739.5
Q9H583	HEAT1_HUMAN	HEATR1	HEAT repeat-containing protein 1	60	60	425665	425088	431594	446350	420108	416323	443577	443436	427926	442129	440694	449312	449845	454143	450034	452885	441505	445217
Q9H5H4	ZN768_HUMAN	ZNF768	Zinc finger protein 768	2	2	62913.5	45244.1	70900.4	47007.1	53086.9	62905	40470.1	40210.6	59063.3	59829.3	46502.4	54520.5	55665.8	57704.6	62094.5	47261.3	49466.1	67859.1
Q9H5I1	SUV92_HUMAN	SUV39H2	Histone-lysine N-methyltransferase SUV39H2	2	2		25098.2	22571.5	22136.5		29023.8	26348.3	30797.6	30011.1	21611.9	25834.6	39412.8			24170.2			35564.4
Q9H5N1	RABE2_HUMAN	RABEP2	Rab GTPase-binding effector protein 2	5	5	45594.8	46339.8	51994.4	47055.4	48157.6	59002.8	50822.4	41692.5	54794.7	46681.7	42012.3	48324.2	44510.6	43843.1	52367.1	38160	41760.2	44231.9
Q9H5Q4	TFB2M_HUMAN	TFB2M	Dimethyladenosine transferase 2, mitochondrial	10	10	362522	357904	352949	362867	356396	352004	345959	369184	356875	350842	355428	346105	360931	363940	357257	364222	364652	371626
Q9H5U6	ZCHC4_HUMAN	ZCCHC4	rRNA N(6)-adenosine-methyltransferase ZCCHC4	1	1	33813	99852.2			72989.8	150612	84394.7		106710	109042	61934.5	79514			81527.5			
Q9H5V9	STEEP_HUMAN	STEEP1	STING ER exit protein	2	2	342330	319037	260382	324360	320827	346190	331190	311129	340916	345594	325239	315505	375869	356744	360352	346392	316390	345221
Q9H5X1	CIA2A_HUMAN	CIAO2A	Cytosolic iron-sulfur assembly component 2A	3	3	158141	113721	107422	106820	65741.6	80218.1	92489.8		60047.2	121359	101877	92841.7	103468	94200.1	101552	140654	83751.8	103521
Q9H5Z1	DHX35_HUMAN	DHX35	Probable ATP-dependent RNA helicase DHX35	6	5	104992	105949	88096.8	108447	93719.4	97785.8	96760.2	88822.5	91185.6	95008.4	93280.9	96140.5	104810	91622.1	97201.8	101310	94649.9	89366.9
Q9H6D7	HAUS4_HUMAN	HAUS4	HAUS augmin-like complex subunit 4	5	5	41753.8	48929.7	30747.3	84209.8	56675	32465	46420.1	46624.5	26013.5	49099.8	55531.1	48944.3	37659.4	51222.5	48147.6	48424.3	57128.8	55035.8
Q9H6E4	CC134_HUMAN	CCDC134	Coiled-coil domain-containing protein 134	2	2	53144	55548.1	59726.5	63983.5	58526.9	56931.9	45753.1	71421.3	53313	47414	47727.9	53181.9	38944.3	40267.2	51839.3	40217.7	40774.7	53652.7
Q9H6E5	STPAP_HUMAN	TUT1	Speckle targeted PIP5K1A-regulated poly(A) polymerase	9	9	223336	203132	211224	230638	216277	209207	231647	207505	227583	208319	203274	210475	210297	210138	200893	202615	185264	204318
