Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML
Q8TAA9	VANG1_HUMAN	VANGL1	Vang-like protein 1	1	1	78017.6	80890.6	102343		83202.3	94129.3	93022.1		74078.3			94834.9			123029		105618	72643.3
Q8TAC1	RFESD_HUMAN	RFESD	Rieske domain-containing protein	4	4	3.29182e+06	3.21829e+06	3.39841e+06	3.61887e+06	3.35887e+06	3.60654e+06	3.13107e+06	3.21734e+06	3.1492e+06	3.75088e+06	3.45055e+06	3.91334e+06	2.23168e+06	3.80668e+06	3.69545e+06	3.48775e+06	3.36212e+06	3.8482e+06
Q8TAD8	SNIP1_HUMAN	SNIP1	Smad nuclear-interacting protein 1	7	7	2.22026e+06	2.40659e+06	2.10848e+06	1.66507e+06	2.42148e+06	2.07892e+06	1.84415e+06	2.54807e+06	2.03062e+06	1.79747e+06	2.45703e+06	2.00546e+06	1.85279e+06	2.36865e+06	2.12966e+06	2.28291e+06	2.22612e+06	2.22934e+06
Q8TAE6	PP14C_HUMAN	PPP1R14C	Protein phosphatase 1 regulatory subunit 14C	1	1	550170	894975	719684		879431	771395		763840	666373	1.05798e+06	1.10135e+06	649874		826420	1.05579e+06	610458	809390	1.05719e+06
Q8TAE8	G45IP_HUMAN	GADD45GIP1	Large ribosomal subunit protein mL64	5	5	2.23819e+06	2.41469e+06	2.54841e+06	2.24686e+06	2.26563e+06	2.43878e+06	2.61153e+06	1.81764e+06	2.4031e+06	1.98616e+06	2.68369e+06	2.29317e+06	1.83337e+06	1.95211e+06	2.06988e+06	2.25884e+06	2.39333e+06	2.39211e+06
Q8TAF3	WDR48_HUMAN	WDR48	WD repeat-containing protein 48	14	14	1.30431e+07	1.11986e+07	1.29309e+07	1.08913e+07	1.11194e+07	1.24606e+07	1.36163e+07	1.2656e+07	1.32823e+07	1.30965e+07	1.38202e+07	1.31259e+07	1.04045e+07	1.27893e+07	1.20925e+07	1.30434e+07	1.22128e+07	1.21202e+07
Q8TAG9	EXOC6_HUMAN	EXOC6	Exocyst complex component 6	6	5	1.55017e+06	1.71783e+06	1.65901e+06	1.57713e+06	1.97617e+06	1.66816e+06	1.66159e+06	1.55325e+06	1.71701e+06	1.79421e+06	2.15141e+06	1.55504e+06	1.28666e+06	2.35095e+06	1.79261e+06	1.57797e+06	1.60764e+06	1.82578e+06
Q8TAP6	CEP76_HUMAN	CEP76	Centrosomal protein of 76 kDa	2	2				583362			550782									697879		
Q8TAP8	PPR35_HUMAN	PPP1R35	Protein phosphatase 1 regulatory subunit 35	3	3	4.40604e+06	4.37181e+06	3.87156e+06	3.65897e+06	4.54822e+06	4.49811e+06	4.09675e+06	4.58813e+06	4.5832e+06	4.78067e+06	5.44332e+06	5.00947e+06	3.05228e+06	4.70156e+06	4.42302e+06	4.67006e+06	4.34067e+06	4.67526e+06
Q8TAP9	MPLKI_HUMAN	MPLKIP	M-phase-specific PLK1-interacting protein	3	3	640913	722937	965086	618728	717076	684668	726660	745595	881513	644414	640390	795451	514369	861607	955189	753232	775403	896886
Q8TAQ2	SMRC2_HUMAN	SMARCC2	SWI/SNF complex subunit SMARCC2	22	21	2.92469e+07	3.28624e+07	3.15364e+07	3.2888e+07	3.12713e+07	2.71796e+07	3.31538e+07	3.10934e+07	2.86246e+07	3.12621e+07	3.52114e+07	2.99078e+07	3.34714e+07	3.12779e+07	2.84391e+07	3.24102e+07	3.14706e+07	3.02303e+07
Q8TAT6	NPL4_HUMAN	NPLOC4	Nuclear protein localization protein 4 homolog	15	15	1.92629e+07	2.07024e+07	1.93111e+07	2.05448e+07	1.92398e+07	1.83647e+07	2.0979e+07	2.01202e+07	2.01253e+07	2.05148e+07	1.99579e+07	1.75804e+07	1.70501e+07	1.82425e+07	1.76515e+07	1.90072e+07	1.9666e+07	1.87698e+07
Q8TB03	CX038_HUMAN	CXorf38	Uncharacterized protein CXorf38	2	2	1.06024e+06	845614	576426	591848	930077	797323	843122	846904	865957	1.07116e+06	931444	569384	591924	973316	697686	633129	902337	940809
Q8TB52	FBX30_HUMAN	FBXO30	F-box only protein 30	5	5	1.86865e+06	1.48016e+06	1.42779e+06	1.27419e+06	1.77487e+06	1.41519e+06	1.62099e+06	1.72872e+06	1.79309e+06	2.11522e+06	1.7802e+06	1.46207e+06	1.26854e+06	1.51469e+06	1.73943e+06	1.8686e+06	1.53617e+06	1.67246e+06
Q8TB61	S35B2_HUMAN	SLC35B2	Adenosine 3'-phospho 5'-phosphosulfate transporter 1	5	5	8.10091e+06	6.9398e+06	7.19413e+06	7.14345e+06	7.50211e+06	7.2991e+06	7.43076e+06	7.77076e+06	7.37813e+06	8.37021e+06	8.18539e+06	7.45351e+06	7.7365e+06	9.36558e+06	6.50321e+06	8.38956e+06	7.76427e+06	7.70519e+06
Q8TB72	PUM2_HUMAN	PUM2	Pumilio homolog 2	9	9	3.24094e+06	3.919e+06	3.13042e+06	3.98335e+06	3.39606e+06	3.14531e+06	3.12554e+06	4.24123e+06	3.44089e+06	3.9345e+06	4.331e+06	2.77972e+06	3.42648e+06	3.97104e+06	3.02147e+06	3.48599e+06	3.44962e+06	3.61192e+06
Q8TBA6	GOGA5_HUMAN	GOLGA5	Golgin subfamily A member 5	4	4	1.85553e+06	2.72715e+06	1.87446e+06	2.24051e+06	2.64624e+06	3.55699e+06	3.45423e+06	2.26497e+06	2.30965e+06	2.67651e+06	3.80055e+06	2.40906e+06	2.02631e+06	2.84721e+06	3.15293e+06	2.77836e+06	2.30582e+06	2.61104e+06
Q8TBB5	KLDC4_HUMAN	KLHDC4	Kelch domain-containing protein 4	6	6	2.83505e+06	2.80812e+06	2.33913e+06	2.74531e+06	3.30884e+06	2.68249e+06	2.64835e+06	2.64511e+06	2.16988e+06	2.67621e+06	2.74968e+06	2.40235e+06	2.6722e+06	2.87119e+06	2.50373e+06	2.4848e+06	2.69627e+06	2.99286e+06
Q8TBC3	SHKB1_HUMAN	SHKBP1	SH3KBP1-binding protein 1	2	2			1.25986e+06	1.65303e+06		1.83221e+06			2.28942e+06	2.11423e+06	1.61783e+06				1.53374e+06	1.12315e+06	1.75784e+06	2.49617e+06
Q8TBC4	UBA3_HUMAN	UBA3	NEDD8-activating enzyme E1 catalytic subunit	8	8	1.39131e+07	1.4315e+07	1.49734e+07	1.51314e+07	1.38563e+07	1.43038e+07	1.45537e+07	1.50096e+07	1.44746e+07	1.42241e+07	1.37153e+07	1.40126e+07	1.38324e+07	1.4096e+07	1.43143e+07	1.38977e+07	1.27325e+07	1.3627e+07
Q8TBE9	NANP_HUMAN	NANP	N-acylneuraminate-9-phosphatase	2	2	5.39449e+06	5.24784e+06	4.84355e+06		5.30277e+06	4.20075e+06	2.82576e+06	5.54522e+06	5.47064e+06	4.55537e+06	6.14866e+06	2.99989e+06	1.68739e+06	5.93538e+06	5.53153e+06	4.71163e+06	5.92511e+06	3.85006e+06
Q8TBF2	PXL2B_HUMAN	PRXL2B	Prostamide/prostaglandin F synthase	1	1	775591		1.41294e+06		673674	905693		1.03216e+06	1.0732e+06		932239	702849		896624	918298	811105	1.71474e+06	
Q8TBF4	ZCRB1_HUMAN	ZCRB1	Zinc finger CCHC-type and RNA-binding motif-containing protein 1	2	2					1.39417e+07		1.17745e+07				1.44776e+07		1.65689e+07					
Q8TBK6	ZCH10_HUMAN	ZCCHC10	Zinc finger CCHC domain-containing protein 10	1	1		628570	472728	806964	686397	489729	721485	564204	461392	306495	491155	786831	419243	445449	510626	421258	522260	336472
Q8TBN0	R3GEF_HUMAN	RAB3IL1	Guanine nucleotide exchange factor for Rab-3A	7	7	6.96494e+06	6.80297e+06	7.35435e+06	7.0704e+06	6.16001e+06	6.6963e+06	7.54408e+06	6.16074e+06	6.78023e+06	6.86802e+06	7.19293e+06	7.25399e+06	5.89817e+06	5.65834e+06	7.3043e+06	7.4489e+06	6.63436e+06	7.36014e+06
Q8TBP6	S2540_HUMAN	SLC25A40	Mitochondrial glutathione transporter SLC25A40	4	4	5.59159e+06	8.39909e+06	4.48027e+06	4.66534e+06	6.86535e+06	6.51357e+06		5.59493e+06	5.08249e+06	4.73093e+06	6.8461e+06	6.21934e+06		4.21368e+06		5.23819e+06	5.94715e+06	6.77103e+06
Q8TBQ9	KISHA_HUMAN	TMEM167A	Protein kish-A	2	2				1.53618e+07			1.46899e+07	1.22316e+07	1.28998e+07				1.59335e+07			1.36823e+07		
Q8TBX8	PI42C_HUMAN	PIP4K2C	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	8	8	1.30132e+07	1.21878e+07	1.24686e+07	1.20277e+07	1.29484e+07	1.29853e+07	1.22783e+07	1.40896e+07	1.27002e+07	1.40432e+07	1.38022e+07	1.28237e+07	1.11517e+07	1.40114e+07	1.27864e+07	1.30061e+07	1.33703e+07	1.27558e+07
Q8TBZ6	TM10A_HUMAN	TRMT10A	tRNA methyltransferase 10 homolog A	1	1	1.01152e+07	8.44608e+06	7.6581e+06		9.05849e+06	1.03326e+07	9.39023e+06	7.17657e+06	8.01518e+06	8.8438e+06	9.95859e+06	4.85122e+06	8.42335e+06	1.00781e+07	8.8085e+06	8.46149e+06	1.0082e+07	9.76254e+06
Q8TC07	TBC15_HUMAN	TBC1D15	TBC1 domain family member 15	10	10	2.60713e+07	2.60917e+07	2.2824e+07	2.47949e+07	2.56145e+07	2.48738e+07	2.32658e+07	2.5454e+07	2.52764e+07	2.6869e+07	2.54288e+07	2.5625e+07	2.3415e+07	2.70852e+07	2.42331e+07	2.22703e+07	2.43611e+07	2.52007e+07
Q8TC12	RDH11_HUMAN	RDH11	Retinol dehydrogenase 11	3	3	1.11256e+06	1.20528e+06	1.33562e+06	799589	1.15078e+06	1.2203e+06	757244	1.12544e+06	1.25618e+06	1.2252e+06	1.188e+06	1.23245e+06	1.22729e+06	1.23431e+06	1.23724e+06	535323	1.2871e+06	1.14222e+06
Q8TCA0	LRC20_HUMAN	LRRC20	Leucine-rich repeat-containing protein 20	4	4	747688	614352	540333	785797	507024	646203	802390	485851	684693	945770	559928	523732	867308	668599	646436	724843	609829	758768
Q8TCC3	RM30_HUMAN	MRPL30	Large ribosomal subunit protein uL30m	2	2	6.14924e+06	5.03755e+06	9.48665e+06	5.96004e+06	6.18823e+06	8.29436e+06	6.40608e+06	5.90936e+06	6.91414e+06	5.8781e+06	5.98699e+06	8.66945e+06		7.061e+06	5.34342e+06	6.23742e+06	7.91669e+06	6.60194e+06
Q8TCD5	NT5C_HUMAN	NT5C	5'(3')-deoxyribonucleotidase, cytosolic type	4	4	1.04897e+07	8.91998e+06	7.84547e+06	8.77353e+06	9.69183e+06	6.91587e+06	9.3264e+06	1.12302e+07	8.46566e+06	8.59385e+06	1.00654e+07	7.55794e+06	8.74703e+06	8.48333e+06	8.97725e+06	8.50128e+06	1.12033e+07	9.20338e+06
Q8TCF1	ZFAN1_HUMAN	ZFAND1	AN1-type zinc finger protein 1	1	1				910687			807601						909956			829226		
Q8TCG1	CIP2A_HUMAN	CIP2A	Protein CIP2A	14	14	5.45265e+06	6.0081e+06	5.37785e+06	5.63656e+06	5.37743e+06	5.70479e+06	5.42491e+06	5.78104e+06	5.58262e+06	6.11752e+06	6.09674e+06	5.90172e+06	5.86197e+06	6.15017e+06	5.40317e+06	5.53211e+06	5.65935e+06	5.87396e+06
Q8TCG2	P4K2B_HUMAN	PI4K2B	Phosphatidylinositol 4-kinase type 2-beta	1	1	90943.6				167933			179679	171358		191935	308728			193212			
Q8TCS8	PNPT1_HUMAN	PNPT1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	28	28	3.07887e+07	3.04337e+07	3.03354e+07	3.19042e+07	2.98243e+07	3.12479e+07	3.06204e+07	3.11914e+07	3.21271e+07	3.13145e+07	3.06675e+07	3.01229e+07	3.04629e+07	3.04777e+07	3.03863e+07	3.12312e+07	3.05753e+07	3.10854e+07
Q8TCT9	SPP_HUMAN	HM13	Signal peptide peptidase	1	1	1.18558e+07	1.13911e+07		1.68428e+07	1.20509e+07	4.65842e+06	9.15176e+06	8.55976e+06	1.05149e+07	1.2075e+07	9.69404e+06	5.8473e+06	1.68847e+07	7.8973e+06	8.0391e+06	1.05304e+07	7.8025e+06	7.9161e+06
Q8TD16	BICD2_HUMAN	BICD2	Protein bicaudal D homolog 2	19	18	1.75836e+07	1.83152e+07	1.83014e+07	1.72455e+07	1.87978e+07	1.86874e+07	1.77551e+07	1.71922e+07	1.68659e+07	1.77508e+07	1.97931e+07	1.65644e+07	1.44911e+07	2.01231e+07	1.95817e+07	1.74323e+07	1.88018e+07	1.91513e+07
Q8TD19	NEK9_HUMAN	NEK9	Serine/threonine-protein kinase Nek9	9	9	3.72305e+06	3.75386e+06	3.76099e+06	3.2012e+06	3.96193e+06	4.13937e+06	3.07265e+06	3.87507e+06	4.20416e+06	4.31223e+06	4.18957e+06	4.23082e+06	2.32259e+06	3.53388e+06	4.09466e+06	3.75143e+06	3.55661e+06	4.38807e+06
Q8TD55	PKHO2_HUMAN	PLEKHO2	Pleckstrin homology domain-containing family O member 2	1	1											154386					212892		
Q8TDD1	DDX54_HUMAN	DDX54	ATP-dependent RNA helicase DDX54	17	17	8.20214e+06	8.88549e+06	1.04424e+07	8.43285e+06	9.14949e+06	8.89321e+06	9.51483e+06	8.96436e+06	8.83785e+06	8.80975e+06	9.29966e+06	9.24091e+06	8.07263e+06	8.81966e+06	9.31234e+06	9.66234e+06	9.19242e+06	9.15053e+06
Q8TDH9	BL1S5_HUMAN	BLOC1S5	Biogenesis of lysosome-related organelles complex 1 subunit 5	5	5	6.78659e+06	6.76478e+06	5.63001e+06	6.96549e+06	7.95414e+06	5.84965e+06	6.80364e+06	7.69673e+06	7.01902e+06	6.80954e+06	7.02523e+06	6.08148e+06	4.78489e+06	8.51644e+06	7.39126e+06	7.09888e+06	7.0978e+06	7.01077e+06
Q8TDN6	BRX1_HUMAN	BRIX1	Ribosome biogenesis protein BRX1 homolog	17	17	5.59526e+07	5.8612e+07	5.73262e+07	5.91218e+07	6.40306e+07	5.61935e+07	5.76337e+07	6.05062e+07	5.7639e+07	5.70599e+07	5.9008e+07	5.4087e+07	6.18046e+07	6.38391e+07	5.49956e+07	5.54728e+07	5.97975e+07	5.8957e+07
Q8TDP1	RNH2C_HUMAN	RNASEH2C	Ribonuclease H2 subunit C	6	6	3.73812e+06	3.97953e+06	4.85692e+06	4.12231e+06	3.83674e+06	3.96724e+06	3.46383e+06	3.66214e+06	4.00815e+06	3.88758e+06	4.07051e+06	4.81908e+06	3.7989e+06	3.79792e+06	4.29163e+06	3.8158e+06	4.06458e+06	4.0263e+06
Q8TDQ7	GNPI2_HUMAN	GNPDA2	Glucosamine-6-phosphate deaminase 2	1	1	216822	305268	146655		412697	239814	215137	142997	351732	207233	360131	193873		423630	383775	318602	144425	305608
Q8TDX7	NEK7_HUMAN	NEK7	Serine/threonine-protein kinase Nek7	3	1	8.41509e+06	1.22639e+07		7.45147e+06	1.09518e+07	8.5012e+06	9.29816e+06	1.17566e+07	1.02307e+07	1.23757e+07	1.18051e+07	6.90101e+06	6.91895e+06	8.70891e+06	1.25029e+07	1.00982e+07	1.09385e+07	5.93033e+06
Q8TDY2	RBCC1_HUMAN	RB1CC1	RB1-inducible coiled-coil protein 1	2	2			516163											369466	461331	701622	360180	
Q8TDY4	ASAP3_HUMAN	ASAP3	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3	1	1		769103									838235	859307			557458			787746
Q8TDZ2	MICA1_HUMAN	MICAL1	[F-actin]-monooxygenase MICAL1	1	1		50047.4			65499.5	71065.8												
Q8TE02	ELP5_HUMAN	ELP5	Elongator complex protein 5	3	3	1.27585e+07	1.43349e+07	1.51705e+07	1.19542e+07	1.12057e+07	1.29273e+07	1.42865e+07	1.23181e+07	1.23322e+07	1.43614e+07	1.48106e+07	1.42642e+07	1.16783e+07	1.46098e+07	1.42022e+07	1.28707e+07	1.25537e+07	1.24994e+07
Q8TEA1	NSUN6_HUMAN	NSUN6	tRNA (cytosine(72)-C(5))-methyltransferase NSUN6	10	10	1.87323e+07	2.03644e+07	1.71334e+07	1.65062e+07	2.08795e+07	1.79439e+07	1.76366e+07	2.21574e+07	1.97103e+07	2.12711e+07	2.34661e+07	2.08047e+07	1.93745e+07	2.25315e+07	1.97261e+07	2.04136e+07	2.05433e+07	2.26517e+07
Q8TEA8	DTD1_HUMAN	DTD1	D-aminoacyl-tRNA deacylase 1	4	4	9.6999e+06	1.01177e+07	1.43445e+07	8.82626e+06	1.00049e+07	1.25982e+07	1.05794e+07	9.83926e+06	1.10533e+07	1.1043e+07	1.03784e+07	1.44942e+07	7.77642e+06	1.07117e+07	1.2783e+07	1.09285e+07	1.04411e+07	1.08961e+07
Q8TEB1	DCA11_HUMAN	DCAF11	DDB1- and CUL4-associated factor 11	4	4	4.24403e+06	4.02241e+06	4.08915e+06	2.6816e+06	3.7856e+06	4.54844e+06	3.11673e+06	3.61273e+06	3.6678e+06	2.94181e+06	4.3776e+06	3.82791e+06		3.97393e+06	3.47732e+06	3.27978e+06	3.60915e+06	3.2317e+06
Q8TED0	UTP15_HUMAN	UTP15	U3 small nucleolar RNA-associated protein 15 homolog	18	18	2.24957e+07	2.04946e+07	2.11637e+07	2.11683e+07	2.16349e+07	2.20536e+07	2.19053e+07	2.15878e+07	2.22185e+07	2.27828e+07	2.19774e+07	2.28624e+07	2.02838e+07	2.219e+07	2.28637e+07	2.10957e+07	2.19844e+07	2.19163e+07
Q8TEK3	DOT1L_HUMAN	DOT1L	Histone-lysine N-methyltransferase, H3 lysine-79 specific	3	3	1.14614e+07	1.73056e+07		1.74295e+07	1.59384e+07	1.62238e+07	1.36833e+07	1.78292e+07	1.55036e+07		1.45822e+07	1.25144e+07		1.3728e+07	1.48155e+07			1.31284e+07
Q8TEL6	TP4AP_HUMAN	TRPC4AP	Short transient receptor potential channel 4-associated protein	3	3	477874	791124	454271		727592			462647	621195	667439	949806		506590	908812	742113		786188	928030
Q8TEM1	PO210_HUMAN	NUP210	Nuclear pore membrane glycoprotein 210	5	5	1.48489e+06	1.75193e+06			1.50336e+06	1.23662e+06		1.17304e+06	2.26767e+06	2.41816e+06	2.59146e+06			2.23918e+06	2.39858e+06	1.54619e+06	968578	2.76442e+06
Q8TEP8	CE192_HUMAN	CEP192	Centrosomal protein of 192 kDa	8	8	696314	692798			483790	762456	709476	751972	874420	789559	899179	696291		492103	688276	953592	730196	893031
Q8TEQ6	GEMI5_HUMAN	GEMIN5	Gem-associated protein 5	32	32	3.67183e+07	3.66599e+07	4.25991e+07	3.57058e+07	3.74315e+07	4.11941e+07	3.82969e+07	3.70478e+07	3.9466e+07	3.60815e+07	3.80625e+07	4.30735e+07	3.39726e+07	3.71249e+07	3.90049e+07	3.88413e+07	3.81708e+07	3.87187e+07
Q8TEU7	RPGF6_HUMAN	RAPGEF6	Rap guanine nucleotide exchange factor 6	7	5	1.29994e+06	1.63186e+06	1.43616e+06	1.51672e+06	1.629e+06	1.4678e+06	1.6904e+06	1.29882e+06	1.69337e+06	1.43707e+06	1.73399e+06	1.64311e+06	893393	1.28885e+06	1.58531e+06	1.74156e+06	1.61287e+06	1.81675e+06
Q8TEX9	IPO4_HUMAN	IPO4	Importin-4	23	23	3.15179e+07	3.14927e+07	2.59901e+07	3.35776e+07	3.08212e+07	2.51327e+07	3.1073e+07	3.13676e+07	2.89911e+07	3.49798e+07	3.14422e+07	2.75824e+07	3.21877e+07	3.43116e+07	2.58195e+07	3.00557e+07	2.87325e+07	2.9257e+07
Q8TF01	PNISR_HUMAN	PNISR	Arginine/serine-rich protein PNISR	6	6	1.3522e+07	1.01191e+07	1.22626e+07	1.17881e+07	1.3365e+07	1.1845e+07	1.10314e+07	1.44341e+07	1.27171e+07	1.45357e+07	1.28708e+07	1.27696e+07	1.25411e+07	1.30241e+07	1.37408e+07	1.22592e+07	1.30211e+07	1.40264e+07
Q8TF05	PP4R1_HUMAN	PPP4R1	Serine/threonine-protein phosphatase 4 regulatory subunit 1	12	11	2.57968e+07	2.60175e+07	2.55937e+07	2.59888e+07	2.54179e+07	2.4009e+07	2.52167e+07	2.57348e+07	2.45606e+07	2.56032e+07	2.76586e+07	2.54636e+07	2.81733e+07	2.50364e+07	2.44841e+07	2.57089e+07	2.61793e+07	2.48584e+07
Q8TF46	DI3L1_HUMAN	DIS3L	DIS3-like exonuclease 1	6	6	577475	813468	485734	483463	772059	480966	740246	719017	583999	577630	497013	216108	443791	582974	465421	675364	626094	
Q8TF74	WIPF2_HUMAN	WIPF2	WAS/WASL-interacting protein family member 2	2	2			566929			559560												
Q8TGJ3	KISH_YEAST	KSH1	Protein Kish	1	1	2.02575e+06	2.18667e+06	2.03515e+06	1.83653e+06	2.26077e+06	2.0773e+06	2.54955e+06	2.23652e+06	2.01145e+06	523464	1.0397e+06	816895			974329	839997	375340	1.002e+06
Q8WTS1	ABHD5_HUMAN	ABHD5	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	4	4	1.90054e+06	2.10528e+06	2.16345e+06	2.2813e+06	2.26606e+06	1.95882e+06	1.77443e+06	2.01369e+06	1.92658e+06	2.40655e+06	2.44578e+06	1.7483e+06	1.59074e+06	2.22334e+06	2.41356e+06	1.95608e+06	2.02251e+06	2.33993e+06
Q8WTT2	NOC3L_HUMAN	NOC3L	Nucleolar complex protein 3 homolog	14	14	7.30324e+06	6.40103e+06	7.28838e+06	7.23832e+06	6.77797e+06	6.92385e+06	7.14402e+06	6.06887e+06	7.21319e+06	8.49622e+06	6.82254e+06	7.54904e+06	7.00599e+06	7.47048e+06	8.14043e+06	7.13964e+06	7.73054e+06	7.66748e+06
Q8WTV0	SCRB1_HUMAN	SCARB1	Scavenger receptor class B member 1	3	3	1.79411e+06	1.63172e+06	2.40478e+06	1.52679e+06	1.94924e+06	2.01176e+06	1.95675e+06	1.79515e+06	1.57621e+06	2.03796e+06	1.74453e+06	1.96946e+06	1.5226e+06	1.73454e+06	1.49965e+06	1.5866e+06	1.85046e+06	1.87482e+06
Q8WTW3	COG1_HUMAN	COG1	Conserved oligomeric Golgi complex subunit 1	5	5	975424	1.26401e+06	1.13321e+06	857960	817094	757011	1.05295e+06	591561	896838	1.10752e+06	1.10812e+06	1.20363e+06	939586	1.11457e+06	450311	1.13767e+06	1.23923e+06	803006
Q8WU58	F222B_HUMAN	FAM222B	Protein FAM222B	1	1													2.70959e+07		2.18281e+07			
Q8WU76	SCFD2_HUMAN	SCFD2	Sec1 family domain-containing protein 2	8	8	7.61669e+06	8.12813e+06	5.61002e+06	7.6076e+06	8.18645e+06	6.05221e+06	7.63552e+06	7.79943e+06	7.57245e+06	7.72202e+06	8.78019e+06	6.05977e+06	8.00124e+06	8.61605e+06	6.42943e+06	7.82818e+06	7.67226e+06	6.92106e+06
Q8WU79	SMAP2_HUMAN	SMAP2	Stromal membrane-associated protein 2	10	9	3.68616e+07	3.39622e+07	3.46787e+07	3.75392e+07	3.53825e+07	3.527e+07	3.39943e+07	3.62296e+07	3.349e+07	3.52387e+07	3.39454e+07	3.35099e+07	3.68504e+07	3.39302e+07	3.46519e+07	3.38604e+07	3.39814e+07	3.58587e+07
Q8WU90	ZC3HF_HUMAN	ZC3H15	Zinc finger CCCH domain-containing protein 15	15	15	5.20143e+07	4.76654e+07	4.75372e+07	4.41601e+07	4.8762e+07	4.72632e+07	4.4796e+07	4.76585e+07	4.99906e+07	5.36862e+07	4.97876e+07	5.24856e+07	3.67593e+07	5.11809e+07	5.06267e+07	4.88977e+07	5.04937e+07	5.09812e+07
Q8WUA2	PPIL4_HUMAN	PPIL4	Peptidyl-prolyl cis-trans isomerase-like 4	16	16	2.30596e+07	2.50215e+07	2.37218e+07	2.20073e+07	2.47655e+07	2.5373e+07	2.43522e+07	2.44184e+07	2.47343e+07	2.48308e+07	2.54926e+07	2.64674e+07	1.73377e+07	2.40827e+07	2.40528e+07	2.5445e+07	2.41007e+07	2.40201e+07
Q8WUA4	TF3C2_HUMAN	GTF3C2	General transcription factor 3C polypeptide 2	12	12	6.68748e+06	6.66836e+06	5.97342e+06	6.40741e+06	6.76891e+06	7.57882e+06	6.98531e+06	6.49526e+06	6.6652e+06	7.03968e+06	7.03861e+06	7.31151e+06	6.37684e+06	6.99302e+06	7.67982e+06	6.22227e+06	6.95964e+06	7.34583e+06
Q8WUA7	TB22A_HUMAN	TBC1D22A	TBC1 domain family member 22A	2	2	442632	476101							493994	371752						542416	576154	410359
Q8WUB8	PHF10_HUMAN	PHF10	PHD finger protein 10	5	5	6.3532e+06	5.82051e+06	4.56231e+06	5.77894e+06	4.63664e+06	5.91242e+06	4.02523e+06	4.82707e+06	5.33727e+06	5.04568e+06	4.83191e+06	4.78089e+06	6.07516e+06	4.20733e+06	5.84181e+06	5.64763e+06	5.28246e+06	4.9962e+06
Q8WUD1	RAB2B_HUMAN	RAB2B	Ras-related protein Rab-2B	2	2	855193											898777			658767			616990
