protein	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03	Protein.Ids	Protein.Group	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P29992	637948.9507974363	781903.4777177117	1886233.8394833044	940324.5498013044	3299662.739849755	3159696.6290979646	989821.977666416	885908.2227243837	703772.6272510347	865455.8911152987	1005947.613203684	814648.9307776875	950087.2834476144	1081661.733557432	715325.5616597373	3334218.9126084675	945641.42833196	1012760.4717304114	P29992	P29992	0	0.5322291958073023	0.30874963613536444	False	0.03659787593531257	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q6SPF0	37058172.99056285	37741524.964900434	42250435.52030529	24628931.31251883	35051367.94616832	42360106.732367136	28159114.20570873	37780919.35915333	37515687.7207892	38009023.37091257	37374131.46990169	45751604.07854166	36751144.81407858	39738559.09730834	40096980.118963264	27914599.237403937	36846161.19691672	34627597.530662164	Q6SPF0	Q6SPF0	0	0.5323162767097149	-0.06371248000291468	False	0.03660391020999276	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9BVK6	2050833.074173555	2368771.70733168	2020678.727501073	1421589.625931278	2654615.507643121	2085077.207062308	2841161.9919024752	2452142.5922844443	2004503.85106482	2563416.885937869	2711772.741723451	2594363.787763195	87166.3802626967	1699018.3234769125	2962621.569248179	1817932.605437209	1824475.191214709	1783431.6433220282	Q9BVK6	Q9BVK6	1	0.5323197027718438	0.14118795518974603	False	0.036609944484672946	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q96MX6	15453991.750231205	14349226.548497206	13376279.515205968	10445137.913565643	16764309.852195116	12643733.192587089	17622164.17578775	16930319.036378447	13781059.373111049	15332874.894252283	15302317.042532634	12704436.996436	14797572.813985929	12523219.374307305	13584481.57421298	14914096.845507668	13487582.2086344	13765544.122147532	Q96MX6	Q96MX6	0	0.5323434512748335	0.05545950000781001	False	0.03661597875935313	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P17987	3524740282.6080966	3301444719.18978	3190490129.427102	3688117880.589944	3471608240.3462186	3350920246.901492	3428209296.523596	3352650491.9338417	3267719199.645776	3477715416.63294	3343263800.3269014	3211806793.7015667	3809035243.216423	3134306605.68893	3213389532.094674	3398037602.3199344	3296021159.3624945	3204499127.261228	P17987	P17987	0	0.5324743195761761	0.023203166886470086	False	0.036622013034033306	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q8WUA2	111189218.27284466	124167628.73395012	117413625.80768482	116469470.5137188	121497168.41965716	118491228.34638482	124938722.490412	123009214.37632637	127815956.70582764	123753906.99013752	128916754.83608691	116743883.9303456	109350776.82332484	116983227.39884044	123957297.79843494	134924345.9747898	124917284.88950928	122772816.70517132	Q8WUA2	Q8WUA2	0	0.5324927482122221	-0.022858765098778922	False	0.03662804730871349	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O00255	9046461.733359056	8659412.807525147	9975505.113438956	9324266.396939903	7200346.678769626	8046550.488900721	7110117.726262767	9459483.402493622	9589073.819248494	8490741.244350461	8150567.601313882	9447277.236624878	11711651.115460033	8796611.500125203	9435912.532395013	8534228.62877038	8170161.847440294	8586671.118975274	O00255	O00255	0	0.5326690018647737	-0.05261796102301012	False	0.03663408158339368	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P09884	32081840.84959167	34727717.48587822	37354757.83505752	31003296.01817694	34979342.34848588	37221616.73913438	34884553.38495965	34551694.39910113	34371364.60906096	34774020.379072025	34588965.84811942	41380551.32371263	30520642.329018604	35914333.117407605	37128345.7737656	34643782.85972155	34743824.871029034	34262027.90050961	P09884	P09884	0	0.5329379311545228	-0.0310977310727632	False	0.03664011585807386	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P11310	560231785.3120167	549504455.6327809	531872342.5053048	549254341.1304528	584960399.7846594	554251563.1861415	570923591.2226629	602278525.1510333	584499660.552431	592017430.4895251	571494639.6869516	580745986.456368	548658159.5730032	529827860.0917237	588524923.5920682	568618479.1139265	582732390.1976709	582664298.2010107	P11310	P11310	0	0.5330593185813002	-0.01621541473624487	False	0.036646150132754046	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q13011	178445529.20562285	198538802.6685017	228378980.0560985	190792633.83805463	206142054.6248906	208607578.0207342	201599162.3786904	194051180.1085615	190209436.24858844	193688376.72098976	198998590.7430921	228907943.2625208	204940148.2101084	195181929.7034492	207874136.286051	195891572.19316047	202550777.3322472	202656693.4814254	Q13011	Q13011	0	0.5331667473580372	-0.026985628324000983	False	0.03665218440743422	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P49711	2399107.798741353	1751699.580060508	71389.35561504764	52656.44822399959	2096534.9685230136	2845780.2933249227	2520021.861175317	2746437.688634172	2589840.805898614	2416993.7225021976	2255055.67349218	1971074.258494768	1325424.205806276	2216479.655825623	2444382.050670111	1684092.4358925077	2762497.264085847	2265987.254390597	P49711	P49711	2	0.5334439569337222	-0.17997977549416444	False	0.03665821868211441	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P21333	3885931907.808809	3966184117.529179	4216686762.909277	3744919992.708635	3918725401.6511583	4223967790.5312734	3902809928.436392	3977165264.57802	4055641445.9876246	3848158422.077464	3874382478.190014	4338821714.998001	3685069407.67326	3757811051.858631	3943774866.024436	3943941281.215991	4000207713.788664	4033295544.523024	P21333	P21333	0	0.5334522972306914	0.01887693946192795	False	0.036664252956794596	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O60583	5861170.101550716	4460998.322726422	6679644.3631573785	52656.44822399959	5089394.318975941	7737039.304599228	5309837.275842385	52184.13399835013	4924206.805752185	4570883.810821603	7321887.634608915	6655854.4122399	87166.3802626967	7243342.741853615	4935042.408631871	5134158.199832146	5544412.956732969	5270616.480906359	O60583	O60583	3	0.5336075654096151	-0.21936332690155946	False	0.03667028723147478	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q00577	36789267.8801235	33279831.993590582	21335597.46638809	17222102.72087198	29263730.616543125	27354144.259041365	28917514.08341778	27412430.104350712	27429128.427401204	29704548.811188072	29346498.11965149	27269348.579390943	24909337.04476973	30630559.00159529	28077855.040276017	28799191.81413117	33497815.49325071	28827538.7032079	Q00577	Q00577	0	0.5337703174554966	-0.06822884750374103	False	0.03667632150615496	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O60264	257402757.4073677	255920644.46187025	264746725.504574	241929464.61756945	266633075.7738482	261333087.5999425	270940342.13205063	272617722.1952316	273392612.48813725	283255473.4006889	266706719.02574503	277198747.61523527	219356981.0309348	273845722.0273829	270600208.55414605	270140362.5745046	267556739.5201619	277092765.92000383	O60264	O60264	0	0.5338298063360747	-0.024699754686463873	False	0.03668235578083514	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P49591	762233323.1822753	825411569.0908601	701216074.3724657	776489006.3279161	806073092.352868	757575554.554446	794427105.2426174	852661770.197674	814675867.4941777	803247109.1390684	822630465.9887053	775655723.2433383	739781787.8092926	784992626.1851763	706527766.0657284	797057150.6033585	774893768.1516342	778190427.0232542	P49591	P49591	0	0.5340647972184268	0.022098765948658075	False	0.03668839005551533	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O43251	13355951.981283074	12157253.697321448	13413514.070184404	14027521.275151836	16720841.13779895	12408795.193174267	8997669.665801654	15450430.787797073	11871354.54037762	20346992.143892266	13514779.706259508	11837996.79907086	13383058.338134158	15588000.766525112	10843042.476651158	12051851.255890016	14782433.16809312	12901996.416066883	O43251	O43251	0	0.5341297347573415	-0.08110265871491552	False	0.03669442433019551	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9H2P9	33581495.75366155	40233335.1597611	39821041.62265272	34607362.40247407	42073859.37392376	39697479.175600216	31809083.457621776	38502246.48148905	38433296.648905136	39027741.52094325	37555182.62412913	39122425.33991767	36020171.74651038	32586191.91223164	42361113.660377845	34085084.41643277	33149443.55171939	35861916.58627953	Q9H2P9	Q9H2P9	0	0.5342639008434455	0.03880315646552082	False	0.036700458604875696	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q96IU4	121043131.03000487	127579364.24652594	147563262.0305787	121363055.26730756	127466453.38806252	151138975.56410933	127178868.96673666	128980833.0977052	138436354.74664453	137589429.36643964	129587807.03984375	124913639.937862	138783550.30548888	110241017.26459612	122605986.06844038	128968129.26670133	131566851.3312063	139170928.81733647	Q96IU4	Q96IU4	0	0.5343597550134337	0.033489798572395514	False	0.03670649287955588	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P51617	6758832.703944751	7468338.633921349	9636537.116222652	5021785.366762873	8753717.22986047	9476322.18641051	7905121.899658405	8661528.996072028	9390965.842903731	7394848.762851036	8263648.618857315	12172229.10262024	8523358.333512543	6629549.138308217	10518942.2101894	6922402.942379981	7619654.508523631	9544159.407735962	P51617	P51617	0	0.5346153794624049	-0.08650688449833435	False	0.036712527154236056	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q15006	30981299.496028014	27340788.319012407	26452337.86331329	31783474.40012398	28217305.56350116	30363576.98218143	25367091.97101893	31917108.916110154	29233551.55646913	29766871.72378331	27633115.171744987	31717657.55312649	28134799.136401977	29319015.99754624	32347339.40472052	27984501.52596478	31197935.115340848	29139932.67855637	Q15006	Q15006	0	0.5347050145650238	-0.030467979260812555	False	0.036718561428916247	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q969H8	99126365.03665829	98324045.59428346	128182991.55586788	92497585.225869	94282333.48536862	108493196.36114857	102207252.74840844	117394538.36297978	98733009.57420506	104575182.31587411	106786219.0548543	131474032.39377104	100763026.20343584	105444153.4800928	90502618.53172682	102150983.55302916	129083614.33815092	102367548.75980428	Q969H8	Q969H8	0	0.5347446332923687	-0.05116243588287427	False	0.03672459570359643	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P33908	2394148.3941900176	2893409.8236393435	3601697.088499048	52656.44822399959	3015448.141983409	2693123.148989659	2588415.524982223	2498333.353973064	3387110.016652008	2942551.381654252	3159952.2498164875	4412700.364131598	87166.3802626967	2500342.901935362	3303713.250000001	2815586.750185488	3366937.168786505	3514695.791087272	P33908	P33908	2	0.5351148220293281	-0.17483903011667296	False	0.03673062997827661	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O75694	402245931.7070148	409185084.8978067	408697798.9578282	409193194.3981321	421277890.33337647	384955290.2353612	444790302.5172919	438016406.5868312	433902838.1618272	414198274.9441244	419124808.5766523	426443339.4750657	430010753.3609332	420968587.6649455	433375284.0726164	398683726.955584	427099904.51335216	424119309.6999527	O75694	O75694	0	0.5352558449357812	-0.015967181259784396	False	0.0367366642529568	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9Y5Y2	14765331.523486191	12478904.30237574	12708835.401549008	20577322.554554865	15581165.944667509	8910303.909700027	14637383.71767667	12835567.892909613	14167005.36674564	13063256.286373004	13733344.047848878	12729368.923440602	18178725.60739261	15132598.6495211	9909534.317591457	13561148.570282282	10507638.09454211	12292191.212976951	Q9Y5Y2	Q9Y5Y2	0	0.5353016012809335	0.08871375862400009	False	0.03674269852763698	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O95352	18813325.48033072	19917835.4953586	15914639.992334709	20249715.66317945	16869720.502861705	14417193.728820955	18878896.401324265	17601755.932521235	17673302.770484827	17411757.055594444	17827734.692911074	15625503.642514223	21139585.105770264	19310874.01550225	16991537.06192031	20084183.925726183	19712638.597799525	17169972.80203486	O95352	O95352	0	0.5353173138565646	-0.04375606451401975	False	0.03674873280231716	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O43396	357199412.8879134	393701687.243481	415287933.23003	319744316.08234584	377507935.72968847	409813654.2596715	382859201.0127422	382436044.1501527	391793584.60816187	355409419.8490154	375081896.7611074	458984438.3681271	276411642.41210026	343676930.10712075	387438334.5896082	376960640.4789305	368289497.2089485	381951877.28727496	O43396	O43396	0	0.5354123219573205	0.04534394810704214	False	0.03675476707699735	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P0DJ07	12223917.304965382	9768191.30567015	11255845.71053066	9126339.2787757	15213541.44355717	12753419.434521394	7451714.623202713	6097254.101738384	11529801.514112638	15360933.931252906	11675573.5203091	8193177.11852296	87166.3802626967	10695295.540787982	10564403.999999996	7794140.109946106	11290273.251047963	10199386.962371796	P0DJ07	P0DJ07	1	0.5356420268290162	0.15229999256328972	False	0.03676080135167753	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9BW71	10490904.62531442	11766444.3111685	12147522.97074601	8798678.229761824	13738881.506565375	12529916.272269469	11405541.905943785	12041701.97387622	12918700.945378654	12302744.919721909	12306871.10330553	12035347.53373522	87166.3802626967	13961126.90395986	11370683.3420577	9574933.242502738	11750374.61649429	13858212.49461311	Q9BW71	Q9BW71	1	0.5359495880221181	0.1221292130474705	False	0.03676683562635771	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q86YT6	1963325.82314389	2065941.6061289536	2063542.6446087048	1461639.4165605644	2023890.3706385696	1999438.4391683785	1738361.16326342	1702342.23172101	2144274.6262588347	2313541.8599300142	1789226.302285612	1880694.392124732	1532289.4667589143	1957997.4231417445	2333695.52780575	2055524.2287535327	1918864.320343834	2015158.6144426253	Q86YT6	Q86YT6	0	0.5362050276518731	-0.05235216550454139	False	0.0367728699010379	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O60921	1612832.1806967093	1249968.2834955167	1936265.465747794	654447.411495629	1431941.6497410089	1710323.819416654	1022883.326154284	1623397.5905942556	1327616.728023057	1409745.0974728772	1532033.816126145	1737295.192812574	1068729.6623351865	1506710.0387830269	1297399.4249651171	1908620.8964553787	1425557.1100607172	1554604.4771546118	O60921	O60921	0	0.5362493952657269	-0.09666030157679369	False	0.03677890417571808	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q16842	27842613.23877808	22262081.919554185	34263358.27614549	20020627.76420536	30514673.452210464	30393333.068595592	28286719.144220028	28356682.52447908	30581828.51397751	27459672.67067956	29693910.308519386	33485528.44016553	87166.3802626967	21169542.793709934	37082924.25969021	25734375.72180869	26564030.18951624	29278702.10000903	Q16842	Q16842	1	0.536982595098559	0.13129232320861814	False	0.036784938450398263	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q02790	1261914235.657369	1301601761.5025475	1199084912.7436404	1142448242.4062543	1315934600.6499536	1275628201.2890534	1316414513.5204332	1345375627.9017117	1355859389.2966354	1318211228.5039322	1289739162.6068504	1296152154.3525903	1002130292.263707	1222791324.140296	1288207646.1294332	1313793807.2519777	1281524601.0838404	1273185255.0114255	Q02790	Q02790	0	0.5375598493025902	0.028921441385655833	False	0.03679097272507845	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9H1K1	15582052.521483015	8365132.680720182	10532704.898401815	16959412.549038786	12359718.241117734	10165450.430980455	12339354.760171412	15776568.687622664	10947645.08480907	6889413.07724921	7121727.632036352	7011436.596643384	16115475.271834666	20770396.60354413	11043753.7014755	13695010.67619674	10612175.41128031	9208538.819155697	Q9H1K1	Q9H1K1	0	0.5376836100127751	0.141508298649674	False	0.03679700699975863	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
