protein	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q9NTM9	90055.05613414469	76905.00218604141	82334.71621379325	83568.44156250457	81689.39982020653	86242.44821725639	82083.83248764253	83665.20200470353	85949.3466978861	78216.03766168254	75395.68947710191	82946.01900090008	85456.6889065942	82657.57389435545	82629.57151730738	86822.97870983722	83572.12146975695	88925.51127715665	Q9NTM9	Q9NTM9		CUTC	0	0.7275399580885828	0.011300624550088808	False	0.04606855814854265	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P46977	13174.582210566428	10574.875781384671	11101.745223059528	10757.764296660944	11345.60192293534	9217.496630085529	10874.781381743438	10186.271348337945	12614.916946183796	12566.867127924135	8629.358261913641	10294.72426664722	10516.182042437862	10917.11525165619	10585.691713942091	12985.098253567028	13424.026046982746	12000.667816640713	P46977	P46977		STT3A	0	0.7277754087219248	-0.029627420207203145	False	0.04607339982569962	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q6ZNB6	8781.348831823856	8366.11004641219	10343.81938556876	12373.873748287648	10726.851539976213	8993.991983980583	9372.237327594916	10086.785842477946	10593.677017997186	8659.103890716464	12431.800436677271	11502.418901601175	7870.409897301292	9619.795239075896	11195.430109317476	7313.492228685345	9815.182884622747	8979.99767239445	Q6ZNB6	Q6ZNB6		NFXL1	0	0.727905316768271	0.036692560394643595	False	0.04607824150285659	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9UHB7	27501.30238515854	23991.32995367538	25636.274600317083	27814.457159058245	29734.51510581379	24982.981929191395	28131.979758171703	24625.11878785296	27463.09556235719	29924.63164094053	29622.8823325624	24351.37472860761	28335.165511782256	25543.907007968097	23213.80020222485	26768.47051473472	26407.80858575622	28950.40248697116	Q9UHB7	Q9UHB7		AFF4	0	0.7281227024240793	-0.019340116264693976	False	0.04608308318001356	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q8NBL1	13625.12792831251	13684.891071410617	14008.934885551957	15193.906211273184	11990.136531304031	13802.56879273184	14251.525257448047	13194.92973068205	15413.343326712264	14814.712999033862	13544.71736905058	15147.096031347985	14338.68194721821	15178.429776833946	15409.326111653358	251.38323433111665	15211.174915299503	15841.950733964512	Q8NBL1	Q8NBL1		POGLUT1	1	0.7284090034680202	0.06396065936279464	False	0.04608792485717053	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q05519	270512.8587041645	242325.06983763663	217152.0156040136	261156.52962033064	247385.46215395987	241314.11665340592	241760.6008995627	246551.14027892475	230843.1213020932	253407.595007394	244577.7546241539	227635.94850183785	235776.59385024788	231982.74609061063	248554.48352558297	251439.73366665337	244117.2369590163	242565.10046428093	Q05519	Q05519		SRSF11	0	0.7289742989792223	0.012482220663026095	False	0.04609276653432749	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9GZN1	68828.76165577762	81413.5215217518	87957.56240038727	78332.83618400787	76140.94505995035	82228.53260610512	82121.39169155486	82369.51006371308	81089.88304024862	69897.6253379828	81893.15405196947	80823.85598869965	82738.21515217357	78405.53272709307	92950.36512651868	75731.6530606825	86018.92424809725	80821.60714625148	Q9GZN1	Q9GZN1		ACTR6	0	0.7292126863814647	-0.017510396782812555	False	0.04609760821148446	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
O95365	58062.22796089609	70132.68718309754	74959.07523093517	60759.51604472293	65592.31888878423	73926.93320287098	69554.66325626148	68021.92371725259	71752.7450746312	69172.80232643941	73343.5456127918	73104.65605182436	67489.41401587553	64935.19048192307	69503.22746873376	67280.36304506416	70032.7449330861	64800.2276451213	O95365	O95365		ZBTB7A	0	0.7293612123326048	-0.016154853476904634	False	0.04610244988864143	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9UN37	330047.6737742323	319049.70203753386	337795.11887353484	347367.1039247367	336222.2213202346	348708.1738923443	356134.66894742	337773.97457333247	328655.45025861496	335043.842378716	357660.5971443796	346667.43786823435	325242.35840084613	348455.2125071785	339919.92383734445	330978.35539300664	335713.4337605066	337993.56370252674	Q9UN37	Q9UN37		VPS4A	0	0.7294763736761462	-0.007531418917937748	False	0.046107291565798396	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q96S19	12271.580307390772	21596.172624785435	19139.837509315108	21337.950521099745	13806.741180475288	18142.569210039943	20741.065177509718	15288.107415424802	20095.58418117272	15507.798463625342	17203.308187417842	19122.440397255334	17744.523840873007	17372.288133142836	19832.48195528721	15293.929658890544	18594.724862216957	17750.482020560143	Q96S19	Q96S19		METTL26	0	0.7299569190578218	0.035953321483103304	False	0.046112133242955364	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P48507	466196.5127168986	446470.7548360822	454068.6101435333	459805.5254979395	436971.4753680566	493933.3878836052	494187.8663004711	477320.716661068	471144.1903391522	464610.9179849237	477370.9833713111	484602.0681810936	456675.49572811584	456908.7091199728	444343.7402650379	449086.7547788625	476632.1260468477	464550.9318037402	P48507	P48507		GCLM	0	0.730237646987777	0.008722577293650242	False	0.046116974920112325	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9NZ32	170979.3730816953	168799.37829507946	175003.08222562436	172838.15290822648	179258.2658987158	180444.9294924758	170720.8553301535	179831.0272728374	172719.49054663963	177245.52500078626	170974.89062289652	177372.71505770937	183019.58384248728	178710.14587977182	179718.83017056435	163322.82569373987	171986.45620538198	175915.22249329695	Q9NZ32	Q9NZ32		ACTR10	0	0.7303639108227971	-0.007029754338593885	False	0.04612181659726929	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9NUP9	8548.417188532792	13953.448049752127	12048.64051650551	12893.61618287334	13433.436672751108	14660.313398953856	13985.03858435308	12393.83236168564	12382.062126878856	10037.822897152551	12730.355551150851	12931.31996674127	11512.650345558744	14339.315045899482	13709.904834368275	11551.579188117204	12279.479906236906	12897.573179478995	Q9NUP9	Q9NUP9		LIN7C	0	0.7314126221766728	0.02944039495923995	False	0.04612665827442626	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q7L5Y9	108959.1497598069	114014.00930453865	108497.86165402336	103814.74294019048	112821.29429558488	118205.84779047672	107992.32030841624	112907.43187842549	114200.0979441638	109619.77472765707	122555.26290551132	112644.50741323964	106539.4382799314	109695.33130232256	119165.62085858986	101101.60287158252	110920.08743028808	117487.78564193838	Q7L5Y9	Q7L5Y9		MAEA	0	0.7317732732275051	-0.01193199199510394	False	0.04613149995158323	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q96QG7	29856.943770649228	30696.596305026786	28298.345024824517	29754.02404494212	28277.659984970716	30744.32639875265	29047.361737305557	28580.118008255427	30418.524639505467	28353.40118621929	29819.581448419955	32670.84641646392	29300.47417082652	26229.36123087727	31132.64014705164	24933.510398033777	31502.10081459135	28917.068826442483	Q96QG7	Q96QG7		MTMR9	0	0.7328038108061711	0.015367455177350012	False	0.0461363416287402	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9NUP1	129665.36125658214	133056.44210174496	130743.94983417015	123802.89982087104	127228.01731420208	129917.6630603512	140549.8009550107	126618.07343739542	143314.35357165578	141960.59779654286	145553.13288190152	142249.58038700218	132943.3274604393	113568.40457419264	129868.93570925565	129950.0469652015	132427.34435762832	128467.37739749784	Q9NUP1	Q9NUP1		BLOC1S4	0	0.7329358518669771	-0.01464846929718217	False	0.046141183305897164	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q8N5G2	3046.406751838144	2591.1335450000006	1623.2047151161548	3317.572417556261	2499.567130525856	2098.414955244945	2936.758824105684	3721.278420397123	2312.2227049558437	3058.2894566016103	2868.1044080926504	2139.7418970174426	3046.271875424396	2999.467112537829	1895.969698528973	2641.920195411938	2584.204871755701	2093.8855217512246	Q8N5G2	Q8N5G2		MACO1	0	0.7331177915520074	0.049763980864260475	False	0.04614602498305413	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P42356	401280.1618496171	452383.4917516928	425648.9105017165	430100.7740334508	447613.44738731085	448210.7549502172	440266.9010491704	470090.04383986135	440289.78127517394	438155.17250728415	444161.18783839553	445688.161898196	444627.51064902166	430053.55004111526	431322.9922019596	456304.0557335719	444836.2302469068	442681.2664864457	P42356	P42356		PI4KA	0	0.7331819321384856	-0.007981448275482585	False	0.0461508666602111	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
O15169	30018.43384015785	33104.48047770002	30525.290723077396	29380.07322957696	34172.09984247748	34115.793102157324	33970.09195251393	34244.9463854048	34707.99594756156	36124.07441370686	30711.57121908008	32000.57793912068	32456.98472521176	31676.079037775628	34441.304854122645	34230.64120779058	34148.77554675813	31324.256430792426	O15169	O15169		AXIN1	0	0.7333250139015917	-0.014028385756299252	False	0.04615570833736807	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q8TAA9	11948.689310231644	12518.53994662673	10241.995395944385	11510.109353034471	12812.986165247336	11757.76997136272	14632.156828890653	10702.206519095773	11640.285948168646	9779.673032607856	9902.138514980916	12738.32807341491	12208.334418678362	11982.279765488036	13090.334138515209	11161.542691443556	12724.508569804288	12338.20436816727	Q8TAA9	Q8TAA9		VANGL1	0	0.7333934946702708	0.02483739815593309	False	0.046160550014525036	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q53HL2	56024.48170848393	64276.126618506	60177.14674851119	65868.464697264	65224.95408493447	68293.18957693208	65330.85727932493	62383.7982955454	78381.26369123648	65717.11669240113	58381.679130447366	61946.08330191133	65178.4852638812	66725.01884896822	68393.01339557621	63857.9113444204	61071.52933354166	67426.81841040772	Q53HL2	Q53HL2		CDCA8	0	0.7341279943684559	0.017993080021286332	False	0.046165391691681996	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q96GE4	5575.380420206233	6107.509268575312	5872.502465880851	4427.46705939668	4068.218621986743	5145.405557211624	5359.313821476182	5245.775197806749	5770.741684113288	5352.759730188096	4777.753259598151	5087.130631405689	5250.387146624374	5999.106843667734	3423.46947073936	7305.021667563531	6153.369174433708	5526.555319958437	Q96GE4	Q96GE4		CEP95	0	0.7341983773929914	-0.03899082788936172	False	0.046170233368838964	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P17152	14087.331206434988	11982.09915870476	13658.21822365246	12377.5110525017	12409.354237758873	16745.10873197295	17637.2366459076	19966.516981420067	14480.902803585395	16588.952357347403	16739.79034396514	13596.827875234098	15310.228568547824	15178.778185601412	17469.02258238713	12222.826853575112	14160.694665370203	15402.180699077133	P17152	P17152		TMEM11	0	0.7346293468240158	-0.03553330019400833	False	0.04617507504599593	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9H999	12469.2325515786	12677.495473976827	12010.202745215722	13039.20748161473	13443.213970705048	10610.817978769384	13044.372593176466	12278.512542857963	14634.643908172253	13728.554908141745	11697.766366332526	12770.40560210246	13509.039984068286	11819.22317477735	12767.286594035331	12563.682841282707	12294.729543964804	14541.792822479598	Q9H999	Q9H999		PANK3	0	0.7346926629210915	-0.018635202932860303	False	0.0461799167231529	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q6YHU6	245028.6668255096	245912.7103930499	235031.339232639	242809.67261159516	251912.8818736093	259659.83937214877	254635.19125780108	263477.7849103475	261752.17276555704	241994.63429672472	264820.2659782553	262906.3161503687	253459.03622127444	253861.09143913115	251036.22582336	254305.7541799717	253690.04177153204	237533.28278944435	Q6YHU6	Q6YHU6		THADA	0	0.7355297167174175	-0.008519307916330772	False	0.046184758400309875	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q15642	291310.9700844202	319628.2202075891	297570.4552013364	349092.5497025739	329716.24176385073	313295.4671977805	320588.86472064105	324539.07363022334	325384.234636551	312337.20543690247	318260.09406918904	334997.9267476613	306135.5832022016	320730.25802399096	311491.840991989	305252.9986088404	332379.1037069162	308533.200703668	Q15642	Q15642		TRIP10	0	0.7358470597365658	0.010594925957724422	False	0.046189600077466836	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9NZB2	336681.9433419084	339539.5227593513	335176.0110851259	376113.0442278412	375690.60583597055	373899.3019707507	356081.70473230974	365067.5752187364	391027.082928702	364960.5448327107	346874.50438184093	375437.4212536519	345715.3226157793	382218.75087992754	367539.4048692039	353766.1643037925	360619.4475076514	377044.9328340899	Q9NZB2	Q9NZB2		FAM120A	0	0.7361664525218305	-0.011013445971134584	False	0.046194441754623804	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P40939	2911978.869745944	3119810.270640596	3180986.350091263	2940619.6065101223	2952508.659358916	3021002.361504025	3065912.804629632	3023494.195160551	3051911.880532765	2886979.130327172	2996379.052159029	2963714.3182652965	3097866.675203432	3053280.9078958444	3109184.053528565	3149384.796640186	3112046.880332024	3023953.487940233	P40939	P40939		HADHA	0	0.7362725002813089	-0.006575385298218824	False	0.04619928343178077	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9BYW2	311585.6996772432	314219.56135688093	303854.4225850153	318461.82123339985	314359.54439743416	330589.1786690276	344403.8682889548	296995.2400601045	328392.5915698904	328646.9186614495	327040.3361421271	314613.9131885248	321549.75743809005	316722.89734997856	319410.5515874588	315275.92642308853	319978.2117987056	315561.4728618002	Q9BYW2	Q9BYW2		SETD2	0	0.7362931819702712	-0.008009463492049727	False	0.04620412510893774	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q8WVM0	193110.29672790103	176360.19731064263	193761.5690054568	179472.9134261349	185557.97308732205	189685.0121747252	178466.69688711956	188969.1775051496	189302.4701048188	189951.7658474033	187694.88322075436	187419.2240239179	179678.99098836817	184141.78327413503	180463.8540596721	183970.0192639141	191418.4386451428	182028.47886639016	Q8WVM0	Q8WVM0		TFB1M	0	0.7370313498267884	0.006838061461945277	False	0.04620896678609471	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q8N567	16781.972387384234	16616.02475674619	17247.341899792085	15041.023069282031	18259.671086130824	17740.906863211465	17451.36104385008	16430.326409289657	18001.216584811536	16851.413048933144	15771.257523451502	15680.321811972915	18837.6296130406	13625.71750244265	19317.94509087309	17922.99277288582	17349.325389937367	16144.428925511567	Q8N567	Q8N567		ZCCHC9	0	0.7382598768405766	0.01956732950742697	False	0.04621380846325167	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q3B7T1	11201.894283082522	12001.94765782963	10085.698108084553	11880.228515609682	11185.747751290732	11847.2975195342	11371.28599619101	13103.864020517389	12848.438033824204	11993.638547574132	10349.630237626046	11695.236254880372	11231.738880549909	12921.051754612316	12348.019189142708	10516.380862678425	10583.010903536444	12543.90081281692	Q3B7T1	Q3B7T1		EDRF1	0	0.7385822805884004	0.0184895452989863	False	0.046218650140408636	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
O95714	632055.913416285	674484.1832030697	635813.8010794534	670130.7944986556	651369.7465607413	705811.8834634591	697739.6224578322	654375.3496228936	659180.8272326267	669697.8284236547	664749.7468011751	654593.3520354007	686375.4297003335	679943.001952888	693352.8141796745	680441.1851726889	657036.878980362	627639.8262603073	O95714	O95714		HERC2	0	0.7390277898260069	-0.007906520569530442	False	0.046223491817565604	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P10599	1848787.0423626115	1987237.209678448	1905751.2263673744	1968251.5713552437	2043319.7961194091	2042434.2306993995	2039803.7727501888	2069842.3934128229	2086320.7379293588	1999216.0333293984	2010116.8276510064	2056162.5056127452	1915790.0238710784	1951906.105823662	2023534.9241472625	1991752.2048772543	1953715.2107877156	1997839.787703297	P10599	P10599		TXN	0	0.7399151642068056	0.007373060344818058	False	0.04622833349472257	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P61244	23810.64220189224	24143.277340000004	21658.113914254896	27276.08944386074	25847.57815736815	24255.765002382414	26903.609086540928	25147.93526190397	25005.131974274125	24116.27109359036	24528.85400063513	25642.962054305837	24301.86429331301	26125.54114089126	27100.07522201338	23509.13886126262	22999.380248522742	28178.46562280225	P61244	P61244		MAX	0	0.7400264291686663	-0.015718543669471268	False	0.04623317517187955	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
