protein	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q969S3	888547.3063535375	845383.3390950444	899373.705748312	849536.9067287795	909815.063345394	867581.0901061977	811570.7592836004	936457.4443283816	988095.8250895408	948958.9065793174	828965.9500433312	924960.781271878	814910.4457502483	844260.2512549859	898802.0800487819	803490.2101808921	886262.9636810808	854025.8396304211	0	0.39555855041079735	0.03501207214732422	False	0.04017662140347546	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q14534	215612.41620007716	191918.95814198392	214016.06695408968	224189.569706702	221065.0704111004	236449.4254500548	196839.0417017512	207892.11223024825	188461.1961036207	242938.6222114159	210550.3528957788	217013.2785990878	187641.96784922213	210350.25231730336	208296.49091567285	219968.0206567707	221900.41028703103	237692.60004780884	0	0.395861460128354	-0.04486930779171064	False	0.04018136929066566	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q96S15	206672.70195923568	162092.55878497058	192072.25644371027	208479.1279093216	176749.0840351469	251457.5205633914	149402.60248740303	208566.8488459961	223398.16879676408	196708.65281702403	200226.2993695888	230067.08628052	206598.89439201704	224021.93711119812	183985.42102749352	195900.69141876887	207631.72674336383	226747.51886606903	0	0.3968186892352107	-0.07351628513839471	False	0.040186117177855855	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q4KMP7	527288.5855257444	437021.2168649786	438396.5531492822	454224.0511892383	418947.2671487372	440132.1646776192	505790.7548631018	455135.3515015096	462054.5666760336	485877.8594337033	377103.22404368414	420395.9125404064	442735.5391010226	483682.0792114871	473542.9413352783	457726.3927455872	461018.3176549609	402636.2906542535	0	0.39727850873168935	0.047578084680734475	False	0.04019086506504605	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9H467	190401.59041670087	218664.0724260704	178053.25467771688	197659.827821872	207723.6949050676	197236.3357326525	244638.574804692	208781.16470420628	192735.61105108348	234956.4003855952	198732.33639987145	203563.06766750623	224191.60364287108	203553.80062998852	206935.93893686615	204243.1413815072	193604.0634351153	229376.2040768059	0	0.397390341435793	-0.0488759757054751	False	0.040195612952236254	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O15234	327649.2268202889	299644.1891566233	320701.96520912834	331561.10421908885	351367.5640913572	307905.93626459246	323832.5657354749	284677.0029697207	302907.58296229766	335024.308112213	347061.63572021114	303118.7614901605	340214.0841725023	312193.59679453046	349652.4395620272	285588.7308808994	311116.82145584194	345868.812916716	0	0.3974794885762296	-0.03973446521189357	False	0.040200360839426456	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P45880	6752561.4745673	7381195.868924019	7532800.129878534	7034796.790766635	7686528.455093631	7554318.122405405	7497867.66603063	7877742.289882512	8501688.145650456	7217556.243999251	7442260.641626933	8500230.183361044	7110643.638566837	7854823.885430443	8376793.897200287	7628360.690319324	7319798.315328632	8250919.138973398	0	0.3976442407932461	-0.03948723162271316	False	0.04020510872661666	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9Y3B9	759028.0829660037	737376.6050846549	782598.8039788519	712749.0057239027	834812.0687683092	851134.311161257	829365.7086313104	844539.4519928596	867445.4695609938	865880.9585437055	768917.5632375861	784200.2224723453	767462.8827319378	756735.6354314775	809287.0881107529	770371.9852522794	755351.8643631571	768818.4913970098	0	0.3979331893256801	0.03479421949863619	False	0.04020985661380686	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P62068	55678.80622799188	2313.963134765624	64212.033921202245	3305.974221644704	2828.13854412934	1925.5209543992617	51557.56159667302	64.00020139558238	3260.081237243999	2584.501687683985	56915.00229588727	48810.24587855229	46533.63289964608	40736.67095212892	38771.326267510936	1103.0783057606543	1468.8902217343614	41252.13549317311	9	0.3979354506348267	-0.5873312740115498	False	0.04021460450099706	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9GZR7	655258.8183398519	702551.8488905854	705258.3065947507	756824.4489493718	824287.9152282517	775837.3569563152	825806.2203577083	726964.1097311812	781957.9241993428	760282.8686803733	727579.8009892697	825489.2974628644	801476.7890525346	782697.8046401498	782578.496454936	716232.5933443925	760118.2032063614	773992.7443417957	0	0.39880839114999667	-0.037047015625001276	False	0.04021935238818726	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9BX66	131373.25508309552	135709.99652242352	116053.31742397348	130564.57039434696	141712.60058533118	127217.47578183596	106297.82642826436	156934.95175392312	145715.7493940652	127178.47347710804	147671.63436919058	142104.33126682896	130634.91814994311	131316.95140327013	142940.35669546068	141597.71926357437	144410.4487198125	128642.94380067654	0	0.39915857633541374	-0.05338414283216087	False	0.04022410027537746	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q8N442	427859.53505995154	326133.7032579451	352960.97972131154	407751.36551185336	358982.2792990873	379121.0986241221	403450.730523353	460502.6104546052	356800.44951171405	391752.0821118563	435768.4911110541	388017.282252675	395751.58775138296	364060.6767544069	425335.2973195308	404839.1511888918	397334.8941046528	394811.7522137385	0	0.399250687105264	-0.05064718640707673	False	0.04022884816256766	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O75420	304754.91407898616	259036.03590120844	259450.75719193727	222973.47313042337	278445.80548452673	292449.8718467007	272519.9741547573	270269.7573309078	271748.0857383395	270997.01191149745	226816.898601514	284812.2848537054	346097.90014983417	320842.8966461513	309416.0557931317	286201.54552050814	269469.4776675902	234564.2471967101	0	0.399418625836816	-0.06812012997588456	False	0.04023359604975786	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q92817	2119.799798099851	167058.5923399506	3194.173020424595	3305.974221644704	154638.29633979345	154061.29644344415	146583.12354656367	64.00020139558238	134992.44419028424	2584.501687683985	1728.6630459078056	112527.67318503316	89140.32350147	96960.2357073267	100478.30370541824	1103.0783057606543	111606.5565541815	1371.1742506297453	8	0.4001382666548964	0.5658174441423948	False	0.04023834393694806	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9P253	549064.3372873721	643790.0187751196	696712.8911681668	697644.6500693521	675903.970810229	658554.4770100996	629243.368703111	692862.3431096219	656782.8372744614	620262.9359769075	685747.0263379383	752282.4652651091	617724.9970306542	686606.9003481837	746388.518420249	616203.9082913178	646097.0485222343	714732.1829902696	0	0.4002761746713095	-0.044653622815744094	False	0.04024309182413826	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P21283	2543090.4889926007	2547439.19646344	2537248.638827364	2536511.3858064497	2777357.271098081	2926163.8625722136	2768682.7460188325	3036023.6065401034	2807700.6298686005	2817825.7856164663	2853042.597780039	2782281.131566413	2782964.878718674	2793261.577058663	2737157.7120354017	2651589.2331623705	2713898.663045646	2876331.512421379	0	0.4010595391470174	-0.030793657657472554	False	0.04024783971132846	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q8N165	32002.3269669789	37699.17410982553	3194.173020424595	31994.96282556914	28300.45008407242	37612.48489790896	33827.91137916877	25341.685577229204	39700.83259869999	28399.36618564534	41752.278440279886	28929.10396615614	23878.71226405862	23985.871346055887	25536.799969963835	28868.83438802672	27452.30698239323	1371.1742506297453	2	0.4011048257798271	0.22848875656625156	False	0.040252587598518665	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q07864	1442157.9615228358	1438667.6611582804	1524860.938914119	1575126.103917623	1443874.6759022763	1454732.5916208576	1424536.9295431273	1549619.30627436	1442882.510918202	1591543.7419191254	1420357.595334791	1505786.8303737135	1480112.667623171	1561884.7441010342	1498055.9651838937	1461044.1252168715	1481724.5761240623	1492596.3828465466	0	0.40159375860956514	-0.02118049421041726	False	0.04025733548570887	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9H0V1	43832.18815532694	57475.69761460794	51468.39859160669	54714.03610851391	55609.307285128816	31964.79224597532	50542.62960369626	47354.462055961485	46265.43800378414	57328.05067567603	53296.54003035778	31080.229863557717	57711.67621674734	57420.71874860202	47250.5108743277	66448.60737196777	56135.42471614343	45535.7779998101	0	0.40227268513321757	-0.10445449080827639	False	0.04026208337289906	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9BZF1	150748.77444286182	126489.45367619333	154197.6313148196	130563.92847814273	118351.562152347	141022.36768797474	128323.56923454786	147684.38303631297	120367.72776396164	157552.370844212	141072.6068418391	143510.8523525899	139127.5817121674	110005.36460517655	138502.4676338963	154833.4148545567	166095.50870033912	123508.1150582715	0	0.4023173592896081	-0.06538385066368822	False	0.04026683126008926	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O43182	1323932.7802397206	1341527.3882129155	1207727.2451457027	1410123.6265722846	1401801.4799648677	1276744.0115821788	1366278.4229090395	1270957.839266562	1311439.253266249	1369976.182202316	1410503.9750665205	1368738.2074509936	1381053.4429792592	1362449.818636473	1307018.8466084544	1328565.665189477	1428070.2253762437	1197824.0201510645	0	0.40255606397333765	-0.029217122315076702	False	0.04027157914727946	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P43121	614452.2494067143	689768.2213775705	623290.8486592454	708356.0398694742	622953.9613740359	600582.241346819	653074.4845640425	636175.8985838016	607792.5363073819	658686.4153253834	596335.8915518323	678245.1426934242	633507.5945438736	605790.0719124397	599849.4016968915	620658.4913130777	634136.4877744494	608812.8728993827	0	0.40263120603898195	0.030501156925446107	False	0.040276327034469664	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q5T2R2	18012.513190611688	37535.17578124999	15644.144505808088	31382.40118447704	29084.68010183721	24956.156041684582	32358.01942278533	19302.137893515486	39142.31016900803	21495.967152486843	22755.77481293984	28538.66019198895	35479.51974353489	20987.10632447449	25170.23413034831	22561.074974359763	24231.30143249964	20872.067979649302	0	0.402791666358141	0.15579224859067883	False	0.040281074921659867	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9BVI0	37725.87547698192	20399.08509521751	29786.45134255357	8206.680500777295	34505.99903684716	22979.60449994444	20792.114584512838	26742.39343690626	38269.5730886182	25782.21266975037	23870.93035837368	38203.28868516002	33665.68686725554	34434.524316152325	20033.687118076203	38767.19599354146	30544.125579711425	24660.57605438423	0	0.4030293990493604	-0.1732875451606295	False	0.04028582280885006	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q15906	168860.85777278477	190200.10107762556	218148.434988985	207510.53044231303	196095.80119982027	190149.7136956048	205731.4133860148	147287.5364855615	162692.1930790723	196973.5951954016	153302.1142711159	113124.98936462608	144289.27721387733	214120.5883154226	178798.43381128993	198343.5666121682	190997.0154531932	193589.90330601184	0	0.403121147461331	0.09103052581022147	False	0.040290570696040265	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O43617	1957141.163433428	2120888.066580517	2190950.421796256	1954332.4928300737	2386535.7350347857	2316457.8608400007	2097772.23517158	2242899.2152738622	2390219.399962254	2203283.609791747	2059059.6852139477	2052259.904526816	2240186.4787593973	2118108.417156057	1588533.5373082885	2196495.344168347	2331099.9847601205	2171075.800747789	0	0.4031599322824142	0.05209080297948719	False	0.04029531858323047	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P00403	698615.4688842974	817117.3598800899	770711.1302698056	707818.1838531551	754346.9618142666	733481.6851879288	842437.268588071	672796.9951644158	751824.931788947	736663.3264270567	732437.917950322	627982.865353452	690345.9618919991	741935.3925557391	683083.7710573201	822118.9462798153	729850.0605123868	781948.3669054003	0	0.4035605787412878	0.04401141659991415	False	0.04030006647042066	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P48506	322677.9189345519	289555.4303280491	312343.327468466	308743.8593042673	237379.06337058303	298124.79627686203	304826.44283277524	289120.98448120523	283972.803315279	297116.2916766608	305761.5826430416	303686.2329443454	260210.7122530369	270589.62217862817	279962.9980319368	302901.2759442833	244065.30388413992	297162.8554133266	0	0.40356594785862143	0.04725439914650416	False	0.040304814357610866	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O00287	22417.009700925813	16556.00917810121	22151.59894787274	24383.357782978397	15462.682617479417	19284.02907554321	19262.03584657279	24014.473629930148	21108.68055479467	25961.677158543283	19267.677843945366	18269.174808917796	33610.737897137136	18704.58221142351	19481.976800533605	22854.29271282258	20790.06370268479	20734.990303104725	0	0.40389854415404425	-0.1129407961791746	False	0.04030956224480106	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q8NG11	138990.65152658723	71988.07031249996	87611.41488880638	80317.10238959154	93893.90361926804	96134.7090135437	78043.52605892532	68078.18843318048	96419.37588389283	146348.16385318182	65259.35352478272	82567.33672624518	97145.72268742538	123035.47675560252	82688.48331455325	102341.82813941738	74504.61483473078	125670.90188917058	0	0.4039185471302239	-0.14867242765765912	False	0.040314310131991264	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q15776	42689.86019966317	38284.89088615529	35316.78280466838	3305.974221644704	41162.42034547304	36980.90770482008	40928.12331698979	39905.27826534206	35114.09382605121	27533.544441392754	32293.83132357973	40429.992558647325	32659.650904711674	38401.99790649626	48826.882653649634	41042.90964294868	40857.486430255296	47999.04912820042	1	0.40415915070524266	-0.15820995586019418	False	0.04031905801918147	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O00763	34031.55426456467	36542.90697559128	46702.5150901122	36020.196655198306	2828.13854412934	39075.34359695223	3057.879962560125	39308.80603923444	43288.60216515295	23770.959360993067	49720.727956629744	1168.2671276071508	1834.350879113806	39716.11587286017	2624.002180958289	45803.97328364616	44581.06382081816	1371.1742506297453	6	0.404303431669066	0.4153890535493225	False	0.04032380590637167	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9BQ70	193663.74000557783	251549.7347099628	158014.77460596446	220883.11086146487	224814.03851956365	220262.3891100766	237315.87718071704	176899.62648010097	233652.33492549544	194727.5026882848	245092.86026724585	251697.2261592843	206775.54347926725	213736.98494957516	211547.60332408795	228450.6310051533	252860.59782510813	208509.35811472827	0	0.40432873227788824	-0.07074040717540393	False	0.04032855379356187	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q96AX1	633526.0117405137	708437.2349519726	699899.4822186375	677763.9956868582	667187.8251833528	722554.9211789679	663703.3235985561	588811.800432501	774924.7513390585	680502.9997063434	763416.0440604296	679284.3061281171	638011.8091231644	673885.977762735	761618.608575786	681916.7107684482	671603.8852145467	774143.9433450978	0	0.40437691133714737	-0.04343626832140351	False	0.04033330168075207	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
